"V1","V2"
940,2519
1100,2589
1120,2969
1250,2589
790,2409
520,2279
-80,1989
-590,1699
-920,1409
-1480,859
-1550,519
-640,-481
340,-1341
1010,-1881
1300,-1811
1560,-1501
1650,-1281
1940,-1171
2140,-1031
2340,-741
2120,-701
2080,-831
1960,-831
1810,-901
2010,-631
2050,-521
2210,-371
2410,-631
2590,-1191
2610,-1481
2920,-1631
2960,-1721
3210,-1921
3920,-1571
5210,-921
5940,-831
6300,-811
6210,-321
5900,169
5680,479
5450,569
5160,769
5010,789
4850,879
4700,859
4790,949
5010,1009
5280,1229
5480,1569
5700,1479
5960,1659
5940,1829
6590,2409
6720,2519
6680,2679
6080,5609
5810,6259
5540,6209
5190,5899
4960,5789
4760,5519
4410,5189
4300,5099
4190,5149
4080,5429
3680,6009
3140,6609
2960,6829
2590,6879
2050,6749
1500,6609
190,6119
-480,5859
-480,5809
-1190,5349
-1460,5099
-1210,4279
-640,3589
80,3029
520,2769
