"V1","V2"
358.765247622279,2339.95655952785
390,2379
700,2669
1060,2559
1150,2559
900,2649
900,2799
810,3049
640,3159
390,3309
240,3579
40,3729
-160,4109
-210,4359
-410,5069
-560,5759
-360,5799
-50,5689
150,5779
1120,6489
1300,6469
1500,6289
2100,5979
2120,5869
2460,5999
2770,6159
3040,6579
3260,6849
3460,6909
3570,6979
3610,6849
3840,6689
4010,6449
4500,6179
4500,6129
4640,6109
5060,5759
5210,5669
5210,5579
5700,5129
5720,4819
5720,4469
5520,4049
5010,3129
4720,2779
4700,2669
4990,2619
5170,2649
5170,2729
5480,2559
5590,2489
5860,2089
5970,1909
5970,1729
5790,1669
5700,1509
5610,1359
5610,1179
5570,909
5350,819
5100,649
4950,469
4810,249
4700,159
4240,269
3840,449
3570,559
3350,529
3350,269
3240,-131
3100,-381
2840,-441
2520,-441
2280,-311
1880,-291
1550,-271
1120,-151
1150,-151
970,-111
590,-41
150,19
-30,19
-230,69
-410,219
-340,529
-320,959
-340,1219
-230,1559
10,1869
190,2129
