"V1","V2"
-150,1249
180,1269
580,1509
960,1649
1300,1869
1760,2339
2010,2509
2050,2709
2270,2869
2140,3089
1700,3289
650,3739
100,4089
-440,4029
-1280,3779
-1990,3449
-2040,3669
-2080,4069
-2350,4249
-2570,3999
-2550,4049
-3040,3669
-4150,3229
-4460,3159
-3970,2379
-3080,1739
-3440,1539
-4190,1049
-4530,759
-4770,429
-5040,469
-4990,139
-4820,89
-4220,-1531
-4060,-1731
-3860,-1641
-3190,-1531
-2700,-1131
-1730,-861
-1460,-911
-1750,-1291
-1880,-1771
-1550,-2441
-950,-3311
-260,-2891
900,-2221
1300,-2041
1560,-1931
1450,-1261
1210,-531
670,69
520,379
70,649
-170,959
-260,1199
