"V1","V2"
1940,4319
1740,3989
1470,3499
1140,2939
810,3429
430,3869
210,4069
-80,4069
-480,4009
-1080,3719
-1570,3469
-1970,3189
-2370,2809
-2590,2609
-2570,2139
-2330,1809
-1970,1299
-1530,829
-1170,629
-790,449
-460,339
-240,299
-460,229
-860,-11
-1190,-261
-1370,-441
-1790,-901
-1860,-1081
-1970,-1131
-2170,-1391
-2370,-1701
-2370,-1971
-2280,-2191
-2130,-2481
-1370,-3191
-970,-3531
-350,-3901
-260,-4011
-60,-4011
160,-4171
520,-4281
650,-4301
740,-4191
940,-4151
1010,-4081
1250,-3881
1340,-3881
1360,-3951
1320,-4041
1540,-4211
1650,-4171
1610,-4081
1720,-3931
1740,-3681
1650,-3531
1650,-2901
1940,-3011
2050,-3101
2230,-3241
2470,-3571
2720,-3751
3320,-3681
4140,-3681
4140,-3501
4560,-3531
5140,-3701
5050,-3301
4940,-2751
4810,-2391
4540,-2101
4250,-1901
4050,-1901
4230,-1641
4050,-1391
4430,-1391
4650,-1331
4740,-1151
4870,-751
5010,-301
5070,-61
5160,139
5160,269
5250,429
5160,669
5140,829
5210,849
5210,1099
5140,1099
5140,1339
5250,1649
5410,1809
5470,1989
5450,2189
5467.04697986579,2299.80536912751
5298.23819106189,2345.84412971039
5250,2359
4650,2409
4140,2449
4070,2899
4010,3449
3850,3699
3560,3809
3050,3989
2650,4099
2610,4049
2360,4069
1960,4319
