"V1","V2"
3457.37205834386,-1070.93089146663
3460,-1021
3950,-801
4220,-801
3730,-91
4480,-401
4900,-201
5440,419
5770,909
3900,1779
2700,2019
1750,2109
1590,889
1350,579
1640,-91
1040,399
1040,696.222222222223
747.027694984585,802.017776811122
700,819
220,1419
-560,-1
-850,-691
350,-1601
820,-1381
480,-1801
190,-1781
-100,-1801
-430,-1691
-760,-1711
-410,-2601
130,-3621
550,-4021
1190,-3581
1280,-3291
790,-3221
1370,-3181
1460,-3201
1750,-3001
1680,-2691
1680,-2581
2060,-3001
1970,-3201
2350,-4491
3840,-4201
3840,-4111
5060,-3401
5680,-2891
5170,-2381
4500,-1601
3950,-1311
3640,-1201
3440,-1401
