"V1","V2"
1640,989
1570,879
1460,789
1350,699
1240,639
1170,609
1110,529
1040,479
950,389
860,369
800,349
690,329
640,279
640,149
710,-51
800,-231
890,-411
950,-501
1060,-671
1150,-851
1220,-1071
1260,-1251
1220,-1411
1200,-1431
1150,-1521
1150,-1671
1220,-1721
1240,-1811
1150,-1871
1130,-2011
1200,-2121
1090,-2211
1020,-2161
950,-2211
910,-2251
820,-2321
770,-2391
710,-2451
640,-2361
620,-2321
510,-2231
370,-2121
330,-2121
240,-2251
60,-2321
-140,-2301
-290,-2301
-540,-2321
-780,-2321
-940,-2361
-980,-2121
-1050,-1871
-1160,-1521
-1180,-1391
-1270,-1191
-1450,-1361
-1540,-1521
-1670,-1651
-1780,-1721
-2030,-1791
-2140,-1811
-2270,-1721
-2360,-1611
-2540,-1411
-2690,-1231
-2850,-1101
-2960,-921
-3030,-721
-3090,-561
-3200,-411
-3340,-211
-3360,-101
-3180,99
-2960,409
-2960,439
-2780,639
-2540,879
-2360,1009
-2140,1189
-2050,1279
-2200,1389
-2360,1479
-2540,1589
-2650,1679
-2740,1839
-2800,1989
-2870,1989
-2940,2079
-3030,2239
-3070,2409
-3070,2589
-3230,2679
-3090,2749
-2940,2699
-2740,2729
-2600,2729
-2450,2809
-2340,2929
-2030,3039
-1800,3079
-1540,3239
-1270,3329
-1030,3209
-850,3079
-740,2929
-560,2789
-490,2789
-360,2809
-290,2879
-230,3009
-30,3209
170,3349
310,3479
420,3329
600,3189
750,3189
890,3079
970,3009
1110,2949
1260,2879
1460,2789
1640,2679
1840,2499
2060,2299
2350,2009
2460,1879
2530,1679
2640,1679
2550,1589
2490,1479
2440,1499
2290,1439
2240,1389
2040,1299
2040,1389
1910,1279
1800,1099
1660,1009
