"V1","V2"
-2660,449
-2230,269
-1680,139
-1900,139
-2120,69
-2660,-221
-2630,-191
-3370,-751
-3550,-1151
-3880,-1661
-4080,-2061
-4300,-2351
-4060,-2971
-2390,-3821
-830,-4241
-570,-4331
-30,-3881
300,-3131
410,-2771
500,-2501
410,-2331
680,-2461
880,-2731
1810,-3371
2450,-3571
2630,-3061
3230,-1931
3410,-481
3480,69
3520,829
3720,1629
3770,1979
3650,2979
3430,3159
3010,3359
2850,2899
2590,2539
2320,1979
2170,1919
1830,1699
1770,1579
1720,1699
1680,2009
1540,2469
1100,3029
740,3099
190,3649
-300,3979
-660,4139
-920,4209
-1080,4139
-1230,4069
-1590,3979
-2390,3919
-3500,3579
-4550,2869
-4320,2609
-4300,2029
-3430,849
-2610,449
