"V1","V2"
2780.70307211828,2670.64458849462
2830,2679
3940,3279
4700,4119
3450,4609
2410,4769
1100,4969
1030,4519
850,4299
1140,3769
760,3949
360,4279
360,4569
140,4879
-750,4439
-2170,2859
-1480,2119
-750,1609
-1900,1459
-2440,1409
-2280,749
-1880,-761
-970,-1941
-370,-1701
340,-431
830,479
920,769
1140,209
1320,-611
1830,-1231
2520,-1591
3010,-2011
4050,-1011
4700,-191
3810,659
2540,1859
1650,2479
