"V1","V2"
1940,4229
2100,4189
2230,3919
2320,3769
2450,3589
2540,3409
2560,3279
2630,3229
2810,3169
2940,3319
3070,3499
3250,3699
3410,3879
3520,3969
3870,3809
4140,3589
4380,3389
4630,3209
4870,2919
5050,2739
5230,2519
5340,2409
5580,2229
5670,2189
5670,1939
5540,1629
5340,1409
5180,1139
5010,1009
4850,859
4700,629
4520,499
4380,369
4250,299
4160,209
4120,209
4070,259
4070,99
4100,79
3980,-101
3920,-211
3850,-281
3740,-211
3630,-211
3560,-171
3500,-301
3470,-521
3430,-681
3360,-831
3560,-791
3740,-831
3900,-901
4120,-991
4340,-1141
4410,-1231
4610,-1411
4720,-1611
4650,-1681
4470,-1611
4560,-1831
4630,-2081
4700,-2301
4720,-2571
4630,-2861
4610,-3081
4470,-3101
4120,-3061
3670,-3011
3300,-2991
2920,-2971
2720,-2921
2520,-2831
2360,-2701
2250,-2571
2140,-2481
2100,-2481
1810,-2431
1560,-2461
1320,-2391
1540,-2501
1720,-2501
1830,-2681
1900,-2971
1870,-3171
1780,-3231
1630,-3211
1430,-3211
1320,-3171
940,-3011
580,-2811
340,-2661
210,-2101
210,-1611
100,-1191
30,-741
-60,-501
-280,-371
-420,-231
-350,-411
-330,-481
-480,-631
-620,-721
-930,-881
-1330,-881
-1700,-881
-1970,-831
-2170,-741
-2190,-591
-1990,-231
-1770,139
-1680,479
-1570,739
-1500,1009
-1390,1429
-1350,1829
-1280,2009
-1220,2139
-990,2299
-680,2409
-550,2459
-280,2499
-60,2569
70,2629
160,2429
270,2519
160,2659
30,2919
-100,3189
-190,3409
-170,3609
-150,3789
30,3679
320,3699
470,3719
520,3699
850,3789
1230,3969
1540,4079
1720,4079
