"V1","V2"
1190,-691
1480,-1111
2390,-441
3170,439
3340,929
3480,1529
3500,1979
2610,2579
2010,3129
1570,2529
1280,1979
1260,1559
1280,1289
1390,979
880,1239
140,1759
-520,2019
-920,1779
-900,1819
-1010,1729
-860,1269
-500,929
-990,1129
-700,269
-630,-291
-1210,129
-1700,269
-2320,-1
-2300,-111
-1940,-71
-2230,-221
-2100,-641
-2100,-1561
-2030,-1801
-1660,-1911
-900,-1711
-300,-1471
-720,-1841
-740,-1981
-1010,-2471
-1010,-2581
-740,-2761
-990,-2781
-900,-3181
-140,-3761
-100,-3821
390,-3271
770,-2581
740,-3041
880,-3511
1170,-4071
2100,-3871
2860,-3691
3190,-3781
3390,-3821
3410,-3511
3190,-2621
2460,-1841
1990,-1561
1100,-1291
1140,-671
