"V1","V2"
-530,-1391
-440,-1221
-240,-1461
-130,-1621
50,-1791
230,-1971
340,-2081
470,-2191
560,-2191
780,-2171
1030,-2131
1270,-2111
1540,-2041
1760,-2021
1940,-1991
2120,-1951
2340,-1911
2560,-1881
2720,-1841
2800,-1821
2830,-1971
3000,-1911
3000,-1791
2980,-1481
2940,-1261
2780,-991
2670,-751
2540,-531
2470,-551
2400,-641
2380,-731
2270,-791
2290,-661
2340,-421
2490,-351
2600,-281
2520,-151
2340,-151
2160,-21
2030,69
1690,229
1360,269
1200,379
1050,469
940,559
1050,629
1290,689
1430,809
1630,1009
1800,1179
1960,1429
2070,1559
2160,1579
2290,1579
2380,1669
2560,1889
2670,2159
2780,2359
2890,2559
2980,2829
2980,3009
2940,3209
2560,3359
2290,3579
2140,3809
1940,3919
1760,4049
1560,4159
1160,4269
940,4429
760,4579
580,4739
520,4759
360,4719
50,4669
-150,4579
-460,4409
-550,4229
-570,3939
-600,3779
-620,3689
-750,3609
-860,3539
-970,3609
-1000,3629
-1260,3829
-1550,4029
-1820,4119
-2060,4159
-2240,4139
-2460,3779
-2640,3539
-2950,3289
-3150,3029
-3350,2719
-3550,2539
-3730,2379
-3840,2249
-3880,2119
-3840,1959
-3680,1759
-3510,1669
-3240,1559
-3000,1469
-2950,1449
-2750,1379
-2620,1319
-2570,1139
-2750,919
-2950,579
-3150,269
-3280,29
-3330,-171
-3260,-371
-3200,-571
-2970,-931
-2750,-1241
-2530,-1421
-2240,-1661
-1970,-1911
-1730,-2221
-1440,-2551
-1260,-2661
-1040,-2591
-910,-2281
-770,-2021
-600,-1661
