"V1","V2"
-3250,1259
-3110,829
-2960,519
-2870,459
-2670,409
-2490,259
-2270,169
-2200,119
-2360,79
-2510,-31
-2600,-171
-2780,-281
-2870,-321
-2890,-231
-3070,-231
-3220,-451
-3380,-541
-3400,-631
-3470,-521
-3360,-431
-3250,-321
-3270,-231
-3400,-141
-3510,-141
-3650,-251
-3760,-341
-3890,-451
-3930,-521
-3980,-451
-4090,-481
-4180,-591
-4270,-741
-4400,-851
-4470,-1051
-4380,-1251
-4420,-1341
-4510,-1391
-4530,-1341
-4690,-1321
-4760,-1371
-4710,-1541
-4650,-1591
-4560,-1571
-4470,-1941
-4270,-2171
-3980,-2341
-3670,-2521
-3250,-2651
-2960,-2791
-2730,-2881
-2600,-2921
-2470,-3081
-2330,-3141
-2000,-3321
-1820,-3171
-1650,-2941
-1380,-2881
-1270,-2741
-1020,-2451
-890,-2251
-870,-2141
-710,-2171
-450,-2321
-310,-2521
-160,-2571
90,-2591
130,-2391
240,-2371
200,-2521
270,-2571
380,-2631
330,-2881
310,-2941
200,-3031
180,-3141
350,-3171
470,-3341
710,-3341
910,-3391
1070,-3451
1350,-3371
1580,-3321
1620,-3051
1670,-2741
1870,-2481
2350,-1851
2640,-1541
2330,-1051
2110,-741
2040,-451
2090,-281
2220,-231
2350,-431
2550,-541
2820,-651
2950,-681
3020,-681
3070,-541
3220,-371
3240,-191
3240,-121
3150,-121
2950,-121
2620,-51
2400,59
2400,169
2580,169
2840,429
2870,609
2820,659
2890,809
3020,1059
3040,1259
3040,1569
2840,1409
2730,1459
2670,1229
2640,1409
2550,1459
2510,1659
2490,1829
2220,2079
1910,2279
1550,2459
1490,2569
1330,2629
1290,2859
1290,3029
1070,2969
750,2769
380,2629
40,2429
-250,2369
-310,2659
-400,2969
-560,3209
-800,3459
-1110,3549
-1510,3569
-1690,3459
-2580,3229
-2910,2969
-3050,2809
-3200,2769
-3250,2659
-3180,2569
-3220,2459
-3270,2259
-3220,2149
-3250,2029
-3180,1879
-3180,1769
-3470,1609
-3360,1429
