"V1","V2"
3069.74756230225,-1131.33366596751
3030,-1101
2750,-951
3030,-751
3550,-371
3950,9
4260,339
4520,919
4680,1209
4480,1449
3990,1939
3060,2569
2410,2849
1880,3009
1260,2409
970,1939
830,1719
860,1449
460,2009
80,2409
-30,2519
-250,2249
-1010,1719
-1480,1519
-1410,1299
-1030,849
-680,649
-320,589
-1170,-121
-1430,-431
-1010,-1501
-1010,-1461
-700,-2171
-340,-2631
100,-3321
300,-3301
630,-3061
1230,-2481
1430,-3061
1590,-3301
1790,-3371
2190,-3391
3680,-3391
3900,-3351
4060,-3121
4030,-2501
3860,-1971
3660,-1681
3410,-1391
