"V1","V2"
-1670,3979
-1290,3889
-910,3829
-630,3469
-450,3159
40,2049
170,1829
290,1779
370,1979
750,2449
1000,2829
1550,3269
1890,3689
2020,3799
2240,3909
2200,3489
2420,3029
2710,2199
3040,1449
3130,1049
3200,629
3290,229
3400,-1
3060,-401
2930,-621
2950,-551
2570,-1131
2260,-1371
2150,-1441
2200,-1531
2310,-1511
2730,-1441
3040,-1421
3530,-1511
3840,-1731
3890,-1931
3620,-2041
3212.72727272727,-2351.00000000001
3130.32024979279,-2411.43181681863
3090,-2441
2440,-3041
2040,-3571
1510,-4291
1290,-4241
1130,-4041
690,-3491
200,-2971
-160,-2621
-180,-3221
-400,-3661
-780,-4151
-890,-4351
-1110,-4511
-1270,-4621
-1490,-4531
-2250,-4201
-2940,-3861
-3980,-3241
-4470,-2931
-4650,-2801
-4600,-2621
-4360,-2041
-4030,-1571
-3830,-1371
-3490,-911
-3160,-641
-2960,-461
-2980,-351
-2690,-291
-2740,-291
-2200,-221
-1870,-151
-2510,49
-2490,89
-2740,289
-3030,469
-2850,199
-2740,-21
-2780,-151
-3030,-61
-3200,109
-3540,269
-3740,379
-3830,649
-4070,799
-4510,1069
-4780,1289
-5110,1799
-5200,2159
-4540,2509
-3780,2999
-2690,3509
