"V1","V2"
-3820,-861
-3530,-441
-3000,-81
-2310,289
-1620,559
-2220,689
-3020,979
-3220,1179
-3310,1319
-3710,1559
-4110,1719
-4710,2379
-4350,2689
-3710,3379
-3200,3829
-2510,4089
-1690,4399
-1020,4069
-510,3759
-240,3559
-200,3429
-150,3289
-110,3159
50,3429
160,3539
510,4889
690,5139
890,5179
1070,5229
980,4939
1490,4489
2360,3869
2870,3229
3450,2289
3600,1979
3450,1489
3050,1029
2000,429
1290,49
1800,229
2270,69
2670,-221
3690,-1081
3050,-1881
2580,-2441
2000,-2821
1710,-3111
1290,-3001
580,-2511
-110,-1971
-330,-1881
-20,-2061
-20,-2351
0,-2911
-110,-3201
-330,-4061
-730,-4021
-1910,-3531
-3110,-2861
-3220,-2821
-3400,-2531
-3514.5205479452,-2359.21917808219
-3595.90406251139,-2507.18920456617
-3620,-2551
-3950,-2731
-4040,-2621
-3820,-2241
-4090,-2021
-4220,-1801
-4000,-1201
