"V1","V2"
3290,-171
3310,-61
3260,119
3200,189
3090,869
3020,1049
2950,1099
2710,1449
2330,1539
2200,1469
1710,1429
1330,1339
890,1249
-420,759
-690,609
-1110,469
-1090,189
-1090,-211
-1050,-731
-910,-991
-620,-1441
-310,-1771
0,-1951
-220,-2041
-450,-2171
-580,-2281
-740,-2301
-870,-2301
-1050,-2441
-1140,-2571
-1310,-2641
-1420,-2861
-1380,-3061
-1360,-3281
-1380,-3591
-1290,-3751
-1180,-3771
-1000,-4041
-820,-4191
-510,-4481
-250,-4661
260,-5011
620,-5151
780,-5241
860,-5351
1060,-5461
1530,-5661
1660,-5731
1710,-5731
1930,-5681
2110,-5571
2220,-5501
2350,-5411
2620,-5081
2710,-4861
2820,-4461
2930,-4101
2860,-3971
3040,-3861
3200,-3811
3530,-3861
3730,-3881
4000,-3901
4290,-3811
4620,-3771
4930,-3661
5200,-3481
5420,-3281
5400,-3081
5460,-2681
5510,-2151
5400,-1591
5290,-951
5180,-701
5110,-151
4890,-81
4350,-61
3930,-131
3330,-171
