"V1","V2"
-1852.4448454477,-1594.57207736275
-1810,-1621
-1450,-1781
-740,-1781
-540,-1671
-410,-1751
-610,-1801
-990,-1841
-1700,-1911
-2340,-2091
-2810,-2511
-3030,-3241
-3300,-3641
-3700,-4581
-3630,-4731
-3300,-4981
-2920,-5201
-2720,-5181
-2610,-5271
-2610,-5401
-2520,-5641
-1320,-6021
-900,-6091
-700,-5731
-500,-5351
-120,-5071
60,-4421
280,-4821
660,-4821
1060,-4621
1080,-4311
1990,-4581
2280,-4911
2680,-4951
2700,-5041
2990,-4951
4080,-3041
4190,-2581
4210,-2401
4210,-2221
4100,-2151
4060,-2021
4010,-2021
3700,-1781
3410,-1911
3100,-1841
3190,-1291
3390,-801
3590,-71
3390,559
2900,1249
2370,1849
1750,2289
1660,1689
1170,1669
680,2309
460,2669
-10,2619
-1050,2469
-1900,2379
-2740,2159
-4230,1579
-4210,929
-3920,109
-3410,19
-3100,-491
-2337.6072234763,-1292.48984198645
