"V1","V2"
-401.539501058485,4077.89039041781
-430,4119
-520,4409
-560,4389
-610,4569
-850,4749
-850,4809
-830,4859
-890,4899
-920,4969
-1120,4919
-1160,4809
-1210,4609
-1490,4609
-1690,4459
-1980,4569
-2120,4369
-2470,4229
-2760,3769
-2850,3609
-2870,3429
-2980,3299
-3090,3169
-2960,2879
-2720,2479
-2610,2319
-2360,2259
-2180,2169
-2030,2169
-2010,1859
-2090,1879
-2010,1749
-1850,1679
-1670,1659
-1520,1789
-1450,1679
-1560,1569
-1630,1349
-1630,1229
-1810,1169
-1980,1079
-1850,949
-1810,789
-1760,679
-1670,749
-1580,609
-1580,459
-1560,259
-1430,-11
-1180,-321
-830,-281
-380,-321
150,-451
570,-721
950,-521
970,-81
1080,9
1110,149
990,259
1020,459
1150,519
1330,479
1510,569
1840,519
2040,519
2080,589
2220,609
2310,749
2460,809
2790,989
2950,1169
3040,1409
3040,1569
3110,1809
3130,2009
2950,2169
2790,2279
2590,2409
2460,2499
2280,2589
2460,2769
2640,3009
2710,3229
2790,3389
2910,3569
2930,3769
2790,3859
2710,3969
2620,4169
2530,4369
2390,4659
2310,4859
2220,4879
2060,5099
1930,5209
1820,5319
1480,5499
1510,5519
1420,5569
1280,5629
1080,5549
930,5479
820,5499
710,5429
590,5209
480,5079
330,4969
260,4879
220,4659
150,4699
-30,4519
-120,4409
-180,4259
-270,4079
-250,3859
