"V1","V2"
1430,2229
1430,2429
1610,2879
1810,3609
1740,4079
1630,4139
1450,4139
1160,4209
900,4279
830,4429
720,4409
680,4339
740,4029
700,4009
430,4279
230,4299
120,4369
-80,4299
-280,4339
-660,4369
-1170,4499
-1210,4299
-1440,3899
-1520,3919
-1280,4479
-1640,4539
-1790,3939
-1880,3679
-1880,3499
-2240,3209
-2260,2879
-2150,2319
-2010,1829
-1880,1609
-1700,1409
-1500,1209
-1390,1119
-1860,1169
-2210,1049
-2460,919
-2680,789
-2900,589
-3100,339
-3320,79
-3350,-81
-3500,-371
-3720,-591
-3680,-791
-3640,-991
-3500,-1031
-3350,-1081
-3280,-1151
-2990,-1391
-2720,-1551
-2280,-1791
-1880,-2011
-1480,-2211
-1080,-2391
-1040,-2501
-790,-2521
-550,-2431
-280,-2281
-100,-2061
30,-1881
190,-1771
280,-1591
300,-1411
320,-1351
430,-1351
590,-1461
790,-1611
1050,-1771
1390,-1881
1810,-1991
2080,-2011
2140,-1971
2190,-1811
2320,-1551
2520,-1301
2560,-1171
2650,-1101
2790,-831
2990,-391
3050,-301
3230,649
3430,1409
3560,1569
3520,1699
3430,1879
3320,1879
3320,1969
3080,2029
2720,2119
1990,2189
1790,2119
1480,2049
1230,2009
