"V1","V2"
1442.9787276615,3452.00000153916
1490,3469
2060,4439
1450,5359
1460,5649
900,5699
1220,5919
1030,6099
780,6109
70,5449
-370,5309
-750,4659
-700,4459
-970,4409
-1770,5289
-1960,5609
-2540,5739
-2580,5389
-2800,5049
-2880,4889
-2740,4679
-2970,4779
-3090,4669
-3020,4419
-3210,4539
-3360,4319
-3390,4219
-2230,3369
-3440,2539
-3270,1489
-1620,1669
-1440,439
-1440,469
-1220,-91
520,89
850,9
890,229
750,339
1050,389
1220,539
1030,949
1260,919
1350,669
1440,989
1910,1299
1630,2009
910,2659
620,2879
205.063325249261,3004.44597143628
