"V1","V2"
-3330.10373455158,962.219113899898
-3380,959
-3890,1379
-4400,1899
-5050,3009
-5400,3649
-5050,3979
-4400,4469
-3270,5119
-2380,5719
-2090,5449
-1470,4939
-1160,4379
-800,3829
-560,3409
-200,3119
330,2939
510,2899
240,3099
40,3409
130,3849
330,4269
930,4779
1640,5359
2150,5499
2240,5099
2550,4499
2910,3669
3000,3159
3040,1939
3020,939
3040,-301
2240,-501
1530,-661
1000,-731
1310,-1131
1820,-1791
2130,-2351
1820,-2421
440,-2821
-270,-3061
-1070,-3331
-1290,-2791
-1490,-2041
-1520,-1421
-1760,-751
-1780,-1421
-2360,-2101
-3180,-2841
-3520,-2531
-3980,-2191
-4160,-1971
-4160,-1791
-4470,-1751
-5090,-1221
-5760,-591
-6070,-281
-5960,-21
-5720,299
-4580,669
-3870,829
-3320,869
-2580,899
-3104.83146067416,976.752808988765
