"V1","V2"
1950,1259
2210,1419
2370,1489
2350,1219
2640,1019
3080,1349
3840,1749
4080,1909
4100,2149
4280,2219
4240,2219
4440,2219
4770,3019
4750,3379
3950,3659
2990,3979
2730,4089
1990,3179
1930,3019
2010,2799
2040,1999
2130,1619
1810,1419
1680,1859
1700,1999
1300,2619
1100,2729
730,3199
330,3309
10,3349
-210,2859
-1070,2109
-560,1529
-230,1309
-30,1379
-190,1129
-500,1019
-670,819
-990,749
-1120,459
-410,-181
530,259
-70,-511
-300,-651
-790,-981
-720,-1141
680,-1451
1010,-911
1080,-581
1440,-1581
1730,-1451
2330,-1451
2840,-1581
3240,-821
2930,-621
2880,-471
2610,-451
2880,-271
2840,129
3100,219
2810,459
2730,689
2100,889
1930,889
