"V1","V2"
-1446.11318989022,-1848.33249530251
-1430,-1801
-1390,-1401
-1300,-1361
-1190,-1311
-1170,-1161
-920,-1001
-570,-671
-450,-471
-190,-361
30,-361
370,-361
-300,-251
-570,-51
-850,239
-1010,529
-1080,889
-1190,1039
-1080,1239
-1100,1599
-1080,1799
-810,1909
-570,2109
-210,2129
500,2239
1080,2239
1280,2329
1660,2199
1810,2039
1860,1689
1950,1549
2120,1729
2370,1839
2630,1949
2900,2089
3080,1889
3320,1529
3390,1439
3830,909
4230,529
4260,309
4300,149
4260,-1
4480,109
4590,39
4680,-51
4230,-561
3860,-871
3570,-1071
3370,-1361
3350,-1561
3500,-1671
3570,-1911
3320,-2781
3300,-2871
3300,-3001
2810,-3161
2680,-3271
2390,-3291
2280,-3381
1770,-3271
1680,-3161
1390,-3291
1320,-3271
1230,-3361
1080,-3581
880,-3691
680,-3671
630,-3601
210,-3401
-1080,-3001
-1430,-2891
-1450,-2491
-1390,-2451
-1590,-2381
-1590,-2271
