"V1","V2"
1868.36861116901,1401.66796959188
1820,1389
1640,1319
1440,1389
1200,1589
1060,1719
1060,1429
1220,1299
1310,1209
1530,1099
1860,949
2060,859
2240,789
2440,699
2420,609
2220,519
2110,499
1930,609
1840,589
2000,499
2130,349
2330,229
2440,299
2460,189
2530,99
2620,9
2730,99
2800,209
2820,119
3020,-51
3040,-141
3040,-371
3130,-541
3220,-741
3310,-901
3350,-1051
3440,-1211
3240,-1251
2950,-1301
2840,-1341
2730,-1451
2840,-1411
3040,-1411
3220,-1391
3400,-1391
3510,-1411
3620,-1411
3660,-1411
3660,-1481
3460,-1521
3310,-1611
3260,-1611
3130,-1701
2910,-1811
2640,-1921
2310,-2011
1910,-2101
1530,-2191
1260,-2211
840,-2281
440,-2301
260,-2371
220,-2191
130,-1811
110,-1591
60,-1451
40,-1301
40,-1251
0,-1371
-70,-1301
-160,-1121
-270,-1191
-270,-1371
-360,-1451
-470,-1571
-560,-1721
-890,-2101
-1160,-1881
-1360,-1611
-1760,-1121
-1890,-971
-1960,-791
-2050,-591
-2070,-211
-2070,149
-2050,429
-1980,789
-1890,989
-1870,1099
-1740,1189
-1470,1229
-1340,1319
-1140,1409
-960,1499
-1090,1499
-1340,1499
-1400,1519
-1670,1629
-1870,1809
-2160,1919
-2400,2119
-2160,2389
-1960,2589
-1740,2899
-1470,3099
-1250,3299
-870,3499
-360,3589
40,3699
440,3699
510,3719
620,3549
640,3409
730,3299
730,3189
820,3009
930,2899
996.705882352936,2817.4705882353
948.122313057747,2942.39976642293
930,2989
950,3119
950,3299
950,3499
1040,3699
1110,3919
1130,3989
1260,3919
1600,3899
1800,3829
2020,3719
2200,3699
2440,3549
2730,3389
2950,3189
3220,3029
3440,2919
3530,2809
3550,2699
3440,2459
3240,2189
3110,1989
2910,1899
2710,1719
2530,1549
2240,1499
