"V1","V2"
-2990,-1101
-2740,-901
-2410,-701
-2010,-591
-1740,-541
-2340,209
-2590,719
-2450,989
-2320,1119
-2230,1299
-2070,1139
-1990,1739
-1870,2009
-1810,2059
-1940,2119
-1920,2299
-1830,2319
-1650,2319
-1340,2209
-1160,2209
-1100,2099
-900,2099
-720,1899
-940,1609
-720,1499
-720,1609
-590,1699
-450,1719
-340,1739
-250,1919
-10,1809
210,1699
640,1429
930,1319
1170,1119
1440,1029
1660,1029
1660,939
1390,899
1570,809
1750,699
1990,499
2240,299
2300,209
2330,-191
2260,-411
2170,-611
2080,-681
2040,-861
2060,-1101
1990,-1191
1810,-1191
1880,-1301
1810,-1481
1570,-1571
1770,-1701
2060,-1811
2280,-1901
2440,-2061
2530,-2141
2530,-2101
2700,-2391
2770,-2701
2590,-2811
2330,-3011
2190,-3301
1900,-3541
1700,-3881
1330,-3811
1370,-4101
1190,-4261
660,-4101
440,-4101
130,-3901
260,-3991
210,-4101
100,-4141
80,-4211
-140,-4301
-300,-4281
-430,-3901
-520,-3611
-450,-3191
-670,-3481
-990,-3591
-1010,-3611
-1230,-3701
-1390,-3791
-1610,-3771
-1810,-3591
-2120,-3481
-2160,-3371
-2320,-3301
-2650,-3101
-3010,-2681
-3140,-2501
-3050,-2371
-3230,-2301
-3300,-2101
-3120,-1861
-3120,-1791
-3270,-1811
-3520,-1861
-3560,-1701
-3470,-1501
-3120,-1261
-2960,-1101
