"V1","V2"
3103.0167982849,151.451484303448
3070,189
2690,499
2400,609
2650,629
3050,879
3470,1259
3760,1719
4020,2299
4250,2879
4270,3099
3470,3499
2560,3919
2130,4169
1780,3879
1600,3539
1620,3279
1290,3429
670,3629
450,3739
90,3739
-470,3319
-440,3299
-1400,2099
-1220,1719
-1290,1429
-1090,1279
-1090,1169
-1310,1009
-1690,659
-1550,389
-1310,-321
-1090,-1101
-980,-1431
-980,-1391
-950,-1481
-780,-1541
-180,-1521
70,-1501
290,-1391
420,-1061
530,-1481
620,-1811
780,-2031
1050,-2281
1270,-2301
1470,-2231
1850,-2211
2450,-2231
3070,-2371
3490,-2341
3650,-2101
3800,-1681
3800,-1191
3710,-721
3580,-391
