"V1","V2"
5920,2769
5630,2659
5760,3029
5870,3499
5940,3969
5720,4589
5200,4989
4600,5169
3920,5389
3120,5499
2270,5699
2120,5699
1920,5589
1870,5349
1890,4859
1890,4769
1760,4749
1800,4369
2030,3789
2290,3099
2560,2549
2630,2389
2690,2459
2780,2299
2890,2099
2720,2169
2340,2169
2160,2099
1870,2059
1560,2029
1290.00000000001,1969
1120,1969
1070,1969
980,1789
890,1629
800,1569
720,1679
560,1769
380,1829
250,1879
140,1699
0,1499
-130,1499
-80,1299
-240,1149
-400,969
-570,769
-640,499
-770,429
-950,299
-1000,149
-880,-31
-710,-141
-550,-371
-240,-811
50,-1211
140,-1371
120,-1431
160,-1631
340,-1611
450,-1811
470,-1851
760,-1741
870,-1851
1050,-1721
1320,-1631
1580,-1611
1760,-1521
1870,-1371
1870,-1631
1870,-1851
1890,-2141
2000,-2431
2140,-2611
2360,-2451
2470,-2541
2520,-2541
2650,-2721
2870,-2831
3050,-3051
3120,-3211
3250,-3211
3400,-3171
3540,-3431
3830,-3321
4180,-3011
4400,-2811
4450,-2521
4430,-2121
4430,-2011
4490,-1941
4560,-1521
4540,-1371
4400,-1301
4520,-1251
4690,-1301
4940,-1301
5250,-1251
5490,-1231
5670,-1211
5760,-1101
5940,-1101
6030,-1121
6180,-1121
6641.12394779588,-1021.54189361265
6690,-1011
7160,-811
7250,-721
7290,-341
7560,-251
7580,899
7580,949
7560,989
7560,1589
7630,2229
7720,2229
7850,2589
7670,2789
7540,2899
7360,2789
7320,2829
7320,2989
7070,2969
6450,2949
6180,2899
