"V1","V2"
4140,-3081
3540,-2881
3940,-2851
4320,-2541
4760,-2101
5160,-1321
5340,-761
5340,-501
3830,789
3540,1059
3160,1119
2720,1369
2400,1079
2000,279
1850,99
1720,119
1090,569
580,859
180,1009
50,989
-170,609
-800,189
-1330,-701
-1530,-1361
-1800,-1901
-1330,-2391
-970,-2561
-570,-2651
-200,-2611
-350,-2811
-1000,-2941
-1480,-3301
-1510,-3341
-1570,-3561
-1400,-3901
-1220,-4561
-970,-5141
-820,-5231
-600,-5051
-110,-4501
380,-3851
580,-4011
430,-4251
400,-4521
490,-4741
720,-5251
1050,-5721
1430,-6081
1830,-6191
2470,-6141
3190,-6111
4330,-5871
5190,-5821
5370,-5411
5250,-4501
4950,-3951
4460,-3331
