"V1","V2"
910,1299
840,1189
820,1099
800,1009
890,809
1000,809
1130,849
1260,919
1530,939
1750,989
1890,1009
2130,919
2240,879
2380,789
2490,699
2550,699
2690,629
2690,479
2730,319
2820,139
2820,9
2890,-281
2840,-391
2730,-441
2600,-591
2460,-681
2350,-751
2200,-811
2040,-901
1860,-991
1730,-1151
1620,-1261
1510,-1371
1290,-1411
1060,-1411
930,-1391
780,-1411
510,-1391
290,-1281
130,-1121
60,-1061
-20,-921
-70,-881
-110,-901
-200,-901
-290,-901
-380,-971
-360,-1121
-380,-1191
-420,-1321
-560,-1501
-600,-1611
-670,-1721
-670,-1901
-710,-2061
-740,-2191
-780,-2241
-780,-2321
-910,-2281
-890,-2191
-960,-2121
-980,-2211
-1160,-2211
-1380,-2151
-1510,-1861
-1690,-1641
-2000,-1481
-2180,-1261
-2310,-1011
-2490,-881
-2670,-611
-2820,-521
-2960,-81
-3000,49
-3250,119
-3160,319
-3050,499
-2560,1009
-2490,1099
-2400,1159
-2620,1389
-2690,1449
-2820,1609
-2960,1719
-3070,1829
-3180,1919
-3180,2029
-3020,2159
-2890,2539
-2740,2719
-2580,3139
-2420,3429
-2450,3589
-2470,3739
-2450,3989
-2290,3989
-2160,3939
-2000,3879
-1890,3829
-1740,3719
-1650,3609
-1620,3429
-1470,3449
-1380,3339
-1310,3099
-1290,2809
-1290,2679
-1160,2429
-1180,2629
-1200,2809
-1110,2989
-980,3139
-890,3279
-780,3389
-670,3479
-580,3499
-490,3479
-360,3429
-250,3319
-160,3119
-160,2879
-110,2559
-90,2449
20,2479
90,2539
130,3119
150,3319
-140,3609
-70,3699
-90,3829
-200,3919
-420,4249
-450,4359
-490,4429
-380,4559
-270,4519
-160,4519
-50,4479
20,4249
130,4079
240,4009
330,3919
550,4009
780,4079
750,3989
930,3919
1020,3829
1130,3829
1290,3849
1420,3879
1440,3789
1530,3699
1440,3589
1460,3409
1380,3209
1420,3079
1380,2879
1240,2719
1150,2519
1150,2249
1150,1939
1090,1719
1020,1479
