"V1","V2"
-60,1309
-60,1689
-260,1729
-350,2269
-700,2619
-1060,2619
-1280,2619
-1550,2619
-1420,2329
-1460,2239
-1900,2379
-2150,2359
-2150,2129
-2840,2159
-2950,1709
-2820,729
-2620,269
-2130,-131
-1880,-381
-1620,-441
-1880,-641
-2190,-981
-2530,-1511
-2680,-1961
-2660,-1931
-2700,-2221
-2550,-2181
-2660,-2511
-2440,-2691
-2240,-2641
-1080,-2821
-640,-3021
-570,-2911
-190,-2911
-40,-2841
70,-2161
180,-2041
70,-1511
580,-1601
1070,-1471
1050,-1491
1430,-1331
1580,-1041
1630,179
1340,709
1360,729
1250,779
1100,1199
920,1329
320,1399
250,1269
-80,1269
