"V1","V2"
-1460,-3361
-1390,-3221
-1460,-3111
-1550,-3001
-1410,-2961
-1350,-3161
-1190,-3541
-1060,-3761
-880,-4001
-720,-4251
-430,-4511
-230,-4621
-30,-4781
140,-4871
320,-4711
610,-4511
900,-4291
1210,-4181
1610,-3941
1900,-3801
2190,-3711
2480,-3561
2650,-3381
2540,-3071
2500,-2891
2370,-2581
2230,-2291
2010,-1941
1830,-1761
1570,-1561
1280,-1381
1080,-1311
1010,-1251
1190,-1161
1390,-1071
1700,-891
1830,-741
1920,-651
2010,-561
2050,-491
2190,-311
2370,-51
2520,349
2720,659
2720,979
2590,1059
2520,889
2390,859
2390,929
2520,1199
2590,1459
2480,1549
2410,1599
2210,1659
2010,1729
1650,1949
1450,2059
1410,2089
1210,2199
970,2379
700,2489
430,2529
140,2659
-30,2689
-150,2799
-230,2819
-410,2709
-700,2399
-920,2149
-1150,1909
-1370,1889
-1520,2019
-1810,2149
-2100,2289
-2260,2349
-2390,2129
-2630,1949
-2770,1819
-2880,1749
-3080,1729
-3350,1619
-3630,1399
-3900,1239
-4010,1129
-4150,999
-4260,889
-4390,839
-4550,819
-4660,779
-4790,709
-4660,289
-4480,-1
-4320,-181
-4170,-361
-4060,-421
-3900,-621
-3790,-781
-3700,-891
-3900,-961
-4170,-1111
-4390,-1401
-4610,-1691
-4770,-1801
-4830,-1961
-4720,-2201
-4680,-2381
-3370,-4761
-2320,-4291
-1590,-3491
