"V1","V2"
2191.12394779588,718.458106387347
2240,729
3200,1909
3020,2129
2530,2129
2860,2529
2710,2639
2530,2709
2260,2529
2330,2819
2260,3019
2060,3219
1820,3349
1530,3529
930,3399
1000,2999
820,2929
220,3129
220,2889
930,2529
510,2329
510,2149
710,2129
510,2019
20,1909
-360,1709
-560,2109
-1160,1509
-980,1129
-1070,529
-540,529
-960.135440180586,-912.828442437922
-976.306415724234,-1131.13661227716
-980,-1181
-290,-1601
240,-1891
460,-1911
820,-1471
860,-1311
730,-671
1060,-1051
1510,-1251
2000,-1291
2200,-1471
2750,-911
3000,-471
3200,-451
2910,39
2550,439
2330,619
1730,619
