"V1","V2"
-760,3519
-470,3319
-360,3319
-490,3179
-730,3029
-710,3069
-870,3029
-1070,2919
-1510,2689
-1800,2409
-1930,2229
-1930,2289
-2560,1609
-2980,539
-2490,119
-1960,-461
-1310,-991
-1000,-1111
-600,-1081
-310,-1221
-70,-1421
-90,-1711
290,-1621
270,-1661
580,-1111
780,-191
1510,-881
2290,-1281
3000,-791
3490,-531
4180,-61
4550,409
4980,939
5150,1269
4930,1519
4600,1939
4220,2179
3910,2289
3950,2579
4090,2519
4200,2719
4400,2979
4910,3229
5130,3429
4890,4029
4640,4719
4310,5339
3780,6209
3380,6719
3070,6489
2800,6139
2530,6009
2420,5889
2150,5629
2070,5629
1910,5579
1840,5579
1890,5719
1800,5739
1800,5829
1750,6009
1710,6289
1490,6719
1290,6939
1150,7139
910,7089
490,7069
350,7009
150,6939
-290,6889
-710,6719
-1470,6379
-1730,6429
-2070,6319
-2270,6319
-2420,6119
-2580,6029
-2690,5829
-2530,5289
-2180,4829
-1760,4289
-1090,3779
