"V1","V2"
-1020,3579
-1020,3399
-1310,3199
-1420,2979
-1540,2689
-1340,1959
-1800,2289
-2090,2379
-2310,2689
-2710,2889
-2980,3089
-3090,2979
-3140,2889
-3220,2979
-3600,2579
-3800,2199
-4110,1889
-4510,1489
-4980,1089
-4740,689
-3960,179
-3380,-111
-3020,-331
-2940,-331
-3000,-511
-3140,-711
-2960,-821
-2620,-1111
-2310,-1041
-2310,-1111
-2800,-1421
-3110,-1511
-3380,-1821
-3490,-2311
-3600,-2711
-3600,-3111
-3510,-3821
-3270,-4021
-2620,-4241
-1800,-4511
-850,-4511
-360,-4421
0,-4421
240,-4311
330.000000000006,-4310.99999999999
665.754088880901,-4134.28732164163
710,-4111
800,-3621
820,-3331
820,-3131
840,-3201
950,-2911
950,-2641
710,-2221
660,-2041
1020,-2221
1400,-2401
1550,-2601
2000,-2621
2620,-2601
2860,-2421
2860,-1911
2910,-821
2980,289
2890,779
2690,959
2580,959
2380,869
2380,799
1800,779
1310,689
930,489
1510,1069
1660,1399
1730,1869
1640,2199
1150,2599
330,2979
380,2889
260,2979
60,3089
-90,3179
-200,3159
-90,3289
-340,3399
-670,3579
-890,3689
-1050,3669
