"V1","V2"
-3050,249
-2940,379
-2740,419
-2900,529
-3050,599
-3230,779
-3340,929
-3410,1089
-3430,1309
-3430,1489
-3380,1689
-3430,1889
-3580,2019
-3740,2219
-3850,2379
-3850,2649
-3830,2799
-3610,2999
-3340,3199
-3140,3399
-2900,3649
-2700,3779
-2500,3889
-2210,3889
-2100,3889
-1980,3889
-1760,4089
-1520,4179
-1520,4379
-1250,4529
-1100,4579
-960,4529
-850,4529
-630,4399
-360,4379
-160,4199
-120,4329
20,4419
80,4619
150,4889
300,4889
550,4799
570,4709
770,4599
880,4619
860,4489
790,4379
880,4289
1060,4199
1040,3979
970,3929
990,3779
1060,3709
1370,3619
1620,3619
1730,3329
1880,3599
2020,3619
2080,3449
2080,3289
2100,2929
1990,2619
1950,2449
2020,2329
2220,2399
2440,2329
2480,2199
2480,2109
2570,2179
2750,2109
2880,2109
3060,2089
3240,2089
3480,2109
3790,2049
3820,1799
3820,1619
3880,1579
4040,1579
4130,1619
4080,1379
4080,1249
4080,1179
4280,1089
4420,1019
4480,929
4370,779
4280,619
4300,489
4330,219
4190,179
4049.67741935484,94.806451612906
3929.40858488375,-70.5631957848407
3900,-111
3770,-201
3590,-221
3260,-351
3300,-511
3390,-691
3390,-981
3480,-1291
3480,-1581
3590,-1821
3660,-2021
3590,-2111
3240,-2181
3060,-2291
3040,-2511
2860,-2601
2730,-2671
2640,-2891
2500,-3091
2190,-3091
2100,-3151
1950,-3021
1390,-3151
1020,-3291
660,-3291
370,-3221
170,-3111
-50,-2871
-120,-3201
-300,-3401
-500,-3511
-720,-3621
-850,-3621
-780,-3581
-1210,-3421
-1380,-3271
-1230,-2981
-1540,-2981
-1760,-3091
-1960,-3021
-1980,-2951
-2160,-2891
-2230,-2801
-2380,-2891
-2630,-2801
-2960,-2621
-3180,-2711
-3380,-2351
-3580,-2381
-3830,-2311
-3920,-2111
-3780,-1871
-3630,-1711
-3300,-1351
-3120,-981
-3054.91967871487,-172.144578313248
-3077.45983935743,-131.572289156624
-3100,-91
-3120,49
-3140,89
