"V1","V2"
290,-2511
710,-2201
910,-1981
1050,-1821
980,-1201
890,-1041
710,-1201
580,-801
470,-421
510,-351
270,-111
-290,89
20,89
270,19
340,179
510,289
340,489
20,469
-400,469
-60,599
290,979
360,1069
560,1159
800,1689
580,2219
600,2199
560,2449
450,2539
0,2649
-820,2869
-1150,2999
-1600,2289
-1950,2619
-2260,2869
-3310,2539
-3220,2579
-3730,2359
-4640,1979
-4730,1179
-4640,849
-4290,509
-3800,249
-4060,219
-4350,-41
-4631.46341463416,-463.195121951252
-5067.05541969242,-1306.57538706405
-5090,-1351
-4490,-2291
-4240,-2731
-3930,-3061
-3820,-3331
-3510,-3311
-3130,-3001
-2620,-2661
-2310,-2131
-2090,-2861
-1420,-3331
-1060,-3441
-750,-3401
-660,-3381
-130,-2841
420,-2421
