"V1","V2"
2970,399
2810,329
2700,159
2610,129
2210,179
1810,359
1570,529
1480,599
1480,779
1300,529
1100,199
860,-1
610,-151
460,49
410,49
140,159
-10,159
-170,199
-370,249
-540,289
-920,559
-1100,729
-1340,849
-1540,979
-1570,1399
-1390,1869
-1060,2449
-990,2669
-680,3049
-320,3289
-280,3329
80,3379
-190,3469
-590,3729
-1100,4329
-1260,4529
-1300,5449
-1340,6269
-880,6529
-570,6449
-430,6529
-340,6529
10,6599
140,6669
340,6559
610,6289
770,6759
1010,6999
1120,6999
1320,6889
1610,6889
2280,6779
2700,6579
2880,6529
3260,6249
3880,5779
4010,5529
4100,5129
4120,4649
3900,4399
3410,3959
3230,3869
3700,3529
3970,3249
4100,2999
4390,2869
4460,2849
4460,2759
4540,2649
4810,1979
4860,1929
4540,1929
4230,1579
3500,729
3120,469
