"V1","V2"
-540,2419
-340,2349
280,2709
750,3219
1120,3819
1320,3929
1390,4929
520,5219
-770,5639
-970,5729
-1190,5399
-1570,4929
-1720,4459
-1700,3859
-2140,4439
-2480,4639
-3190,4639
-3348.59564164649,4623.14043583535
-4026.17503321243,3372.95874153762
-4050,3329
-4340,2799
-3900,2439
-3340,2039
-3230,1929
-2900,1929
-2610,1949
-2450,2129
-2430,1909
-2680,1639
-3080,1259
-3280,659
-3250,509
-2410,39
-2120,-181
-1500,219
-1170,929
-680,1239
-1050,819
-940,259
-770,-181
-480,-471
-50,-71
300,129
950,329
920,929
660,1439
150,1839
-210,2109
-500,2039
-740,2259
-880,2529
