"V1","V2"
1290,-1
1720,69
2140,289
2610,969
2720,1479
2690,2059
2030,2349
1440,1909
1460,2479
1430,2679
380,2689
140,2189
-20,1529
0,1259
230,919
-140,1019
-310,1319
-630,1479
-700,1589
-1590,1619
-1690,1499
-1690,1539
-2050,719
-2540,249
-2240,-251
-1900,-571
-1610,-591
-1110,-381
-1370,-981
-1530,-1341
-2000,-1961
-1720,-2271
-1510,-2081
-1330,-1701
-1440,-2441
-1150,-2711
-1020,-2901
-590,-2731
-480,-2421
-200,-2151
-200,-2501
-120,-2841
160,-3271
800,-3021
1760,-2771
2260,-2931
2460,-2501
2450,-1771
2260,-1101
1840,-1311
1760,-1601
1960,-1951
1580,-1711
1590,-1371
1610,-751
950,-501
1810,-451
1330,-271
740,-31
