"V1","V2"
760,169
610,409
360,459
160,549
-100,729
-350,769
-520,749
-720,639
-770,569
-1150,529
-1350,479
-1480,439
-1610,329
-1790,169
-1990,9
-2080,-31
-2060,-141
-1990,-101
-1970,-271
-1880,-541
-1790,-851
-1770,-1101
-1720,-1431
-1680,-1591
-1700,-1721
-1720,-1791
-1590,-1941
-1570,-2161
-1610,-2301
-1750,-2431
-1590,-2791
-1320,-2791
-1040,-2851
-680,-2851
-500,-2851
-300,-2791
-120,-2741
10,-2651
120,-2591
250,-2471
430,-2411
480,-2411
500,-2521
610,-2701
740,-2811
900,-2941
1120,-3101
1340,-3191
1540,-3251
1650,-3301
1760,-3251
1810,-3251
1920,-3361
1990,-3341
2080,-3211
2100,-3121
2190,-3051
2190,-3011
2210,-2991
2390,-2831
2590,-2651
2850,-2501
3050,-2321
3210,-2121
3500,-1901
3450,-1851
3520,-1791
3480,-1591
3340,-1321
3280,-1031
3230,-1011
3100,-1101
3100,-1161
3080,-1211
3030,-1121
3050,-871
3010,-831
2850,-631
2990,-541
3080,-451
3230,-211
3390,79
3520,409
3360,499
3100,769
2880,1039
2740,1189
2630,1239
2720,1299
2680,1349
2540,1409
2280,1699
2210,1789
2120,1969
2050,1969
1850,1879
1590,1749
1340,1639
1160,1529
1100,1299
1030,1209
920,1059
900,969
740,809
630,699
610,529
720,409
810,189
790,149
