"V1","V2"
3830,-791
3380,-461
3160,-371
2960,-331
3210,-11
3760,449
4210,1159
4470,1919
4470,2189
3410,2759
3010,2829
1780,3209
1120,3229
760,3319
520,3189
410,2849
380,2209
360,1959
560,1669
90,1809
-370,1939
-310,1919
-620,1989
-1080,1849
-1280,1559
-1370,939
-1590,-151
-1530,-331
-1350,-411
-790,-481
-510,-531
-790,-751
-1040,-1171
-1150,-1441
-1130,-1641
-620,-2281
560,-3681
810,-3501
960,-3041
1050,-2951
1160,-2841
1340,-2501
1540,-2061
1670,-2391
1960,-2791
2360,-3151
2630,-3301
2850,-3331
3580,-3081
3560,-3101
4270,-2841
4540,-2591
4740,-2261
4630,-2011
4470,-1461
4320,-1281
