"V1","V2"
-2605.63260572168,566.891314261058
-2620,519
-2620,419
-2620,219
-2790,189
-2720,89
-2660,-41
-2560,-11
-2460,-81
-2690,-181
-2690,-211
-2790,-381
-2790,-481
-2890,-781
-2720,-781
-2460,-841
-2190,-911
-1790,-1041
-1560,-1041
-1460,-1111
-1360,-1211
-1120,-1311
-860,-1441
-660,-1611
-520,-1681
-520,-1811
-390,-1881
-220,-1881
-20,-1781
140,-1711
340,-1541
380,-1481
410,-1411
310,-1311
340,-1181
440,-1281
580,-1281
710,-1281
880,-1111
1040,-1011
1180,-1011
1640,-941
1840,-941
2380,-981
2710,-1041
2980,-1041
3380,-1181
3680,-1181
3740,-911
3880,-711
3980,-511
4040,-411
4080,-411
4210,-181
4340,219
4580,559
4680,819
4880,1019
5010,1189
5140,1489
5240,1819
5210,2059
5180,2319
5110,2489
5080,2619
5040,2719
4880,2619
4840,2689
4840,2719
4680,2889
4640,2819
4340,2919
3980,3089
3780,3219
3640,3319
3440,3419
3210,3389
2940,3319
2740,3289
2580,3289
2440,3189
2280,3089
2180,3019
2080,3089
2040,3219
2140,3319
2240,3589
2280,3759
2310,3989
2340,4089
2380,4219
2280,4259
2280,4519
2240,4719
2180,4919
2010,5219
1880,5489
1810,5719
1740,5789
1540,5889
1340,5889
1140,5919
980,5819
940,5889
710,5819
440,5819
180,5789
-290,5619
-760,5519
-1260,5389
-1620,5319
-1860,5219
-1920,5089
-1960,4719
-1990,4389
-1960,4389
-2060,4219
-2090,4159
-2160,4019
-2160,3819
-2190,3619
-2220,3489
-2320,3319
-2460,3119
-2490,2989
-2690,2789
-2790,2419
-2820,2289
-2720,1959
-2660,1689
-2590,1659
-2460,1319
-2460,1219
-2490,919
-2560,719
