"V1","V2"
2971.61335220982,6127.83936070423
3000,6169
3250,6299
3490,6589
3490,6879
3310,7219
3160,7419
2960,7439
2830,7349
2470,7389
2250,7389
1980,7439
1380,7479
1200,7419
1140,7479
890,7439
650,7439
580,7499
740,7749
710,7769
560,7729
450,7589
310,7529
70,7479
-200,7389
-240,7279
-90,7129
-150,6879
-220,6569
-220,6239
-130,5929
-110,5859
-350,5839
-330,5679
-330,5369
-200,4789
0,4459
200,4189
490,3969
710,3929
870,3899
670,3769
400,3679
200,3549
70,3349
-150,3129
-200,3039
-460,2749
-640,2499
-800,2239
-1130,2039
-1310,1879
-1310,1699
-1220,1569
-1150,1439
-860,1129
-730,1019
-620,819
-460,589
-420,439
-330,329
-350,129
-290,-71
70,-161
160,-141
110,19
270,-31
1090,-181
1450,-161
1650,-161
1850,-71
2050,-71
2200,-31
2430,39
2490,189
2450,189
2710,299
2980,279
3230,329
3340,499
3490,769
3650,879
3560,1149
3560,1419
3540,1819
3490,2039
3400,2099
3380,2189
3663.3025404157,2022.92609699769
3858.12161429829,1787.51971605623
3890,1749
3960,1549
4090,1529
4230,1529
4250,1699
4340,1529
4510,1439
4740,1439
4960,1499
5140,1499
5360,1499
5450,1499
5510,1729
5490,1949
5490,2219
5630,2329
5800,2439
5980,2639
6000,2729
5800,2699
5710,2699
5670,2769
5760,2839
5830,2899
5870,3149
5255.09803921563,3639.00000000005
5070,3729
4830,3789
5110,3949
5560,4129
5800,4279
5850,4419
5760,4569
5600,4949
5450,5329
5310,5659
5230,5929
5090,6129
4670,6389
4380,6419
3910,6569
3760,6439
3670,6499
3540,6329
3180,6149
2839.39393939395,5936.12121212123
