"V1","V2"
-230,469
300,219
700,69
950,129
1150,329
1300,329
1550,729
1460,839
1950,1639
1930,2069
880,2749
440,3039
210,3549
170,3669
-560,3439
-670,3239
-1050,3219
-1050,2669
-650,1949
-1120,2039
-1590,1949
-2190,1869
-2320,1749
-2850,1549
-2940,1549
-2900,729
-2790,129
-2540,-781
-1670,-961
-1410,-961
-1230,-871
-1120,-961
-1230,-1161
-1300,-1561
-1300,-1981
-1230,-2161
-990,-2071
-1070,-1671
-830,-2071
-250,-1961
550,-2071
770,-1871
930,-1961
1100,-1961
1440,-1761
1810,-1361
1770,-1071
1990,-781
1990,-671
1570,-761
1570,-871
1300,-871
790,-1251
770,-871
640,-361
350,-331
150,219
-210,439
