"V1","V2"
2551.29236481481,2250.29452410091
2600,2239
2870,2239
3380,2549
3710,2859
3820,3169
3620,3509
3290,3349
3070,3109
2550,2999
2690,3549
2800,3949
2580,4109
2180,3549
2000,3149
1890,2839
1800,3459
1470,3969
1090,4279
550,4149
780,3549
950,3479
490,3549
0,3659
-330,3749
-690,3479
-670,2999
-730,2859
-270,2169
-580,2039
-890,1749
-890,1459
-50,1349
-470,1059
-730,659
-290,129
20,-1
470,39
1070,239
1550,459
1870,-31
1870,-1
2400,-401
2710,-561
3270,279
3400,839
3000,1459
2490,1859
1962.07547169811,2386.92452830189
