MAPNUM	MINLAT	MAXLAT	MINLON	MAXLON	LABLAT	LABLON	XRED	YRED	XGREEN	YGREEN	XDOUBLE	YDOUBLE	XGRID	YGRID	PERIM	AREA	GRIDX	GRIDY	XGRIDCOO	YGRIDCOO	BOXSIZEX	BOXSIZEY	COMPLETE	TOTALCEL	TOTALRED	TOTALGRE	TOTALDOU	MEANPERI	MEANAREA	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	12.000	-1100.000	2489.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	13.000	-1100.000	2779.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	14.000	-1100.000	3069.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	15.000	-1100.000	3359.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	16.000	-1100.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	17.000	-1100.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	18.000	-1100.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	1.000	19.000	-1100.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	1.000	-810.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	2.000	-810.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	3.000	-810.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	4.000	-810.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	5.000	-810.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	6.000	-810.000	749.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	7.000	-810.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	8.000	-810.000	1329.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	9.000	-810.000	1619.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	10.000	-810.000	1909.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	11.000	-810.000	2199.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	12.000	-810.000	2489.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	13.000	-810.000	2779.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	14.000	-810.000	3069.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	15.000	-810.000	3359.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	16.000	-810.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	17.000	-810.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	18.000	-810.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	2.000	19.000	-810.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	1.000	-520.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	2.000	-520.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	3.000	-520.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	4.000	-520.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	5.000	-520.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	6.000	-520.000	749.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	7.000	-520.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	8.000	-520.000	1329.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	9.000	-520.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	13.622	125.756	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	10.000	-520.000	1909.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	25.387	870.324	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	11.000	-520.000	2199.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	12.000	-520.000	2489.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	13.000	-520.000	2779.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	14.000	-520.000	3069.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	15.000	-520.000	3359.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	16.000	-520.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	17.000	-520.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	18.000	-520.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	3.000	19.000	-520.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	1.000	-230.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	2.000	-230.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	3.000	-230.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	4.000	-230.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	5.000	-230.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	6.000	-230.000	749.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	7.000	-230.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	8.000	-230.000	1329.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	21.053	220.073	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	9.000	-230.000	1619.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	10.000	-230.000	1909.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	11.000	-230.000	2199.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	58.824	1685.437	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	12.000	-230.000	2489.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	59.133	974.801	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	13.000	-230.000	2779.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	14.000	-230.000	3069.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	15.000	-230.000	3359.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	58.824	778.307	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	16.000	-230.000	3649.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	29.721	237.710	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	17.000	-230.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	18.000	-230.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	4.000	19.000	-230.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	1.000	60.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	2.000	60.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	3.000	60.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	4.000	60.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	5.000	60.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	6.000	60.000	749.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	7.000	60.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	8.000	60.000	1329.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	31.579	1228.805	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	9.000	60.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	45.201	347.746	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	10.000	60.000	1909.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	59.443	2406.234	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	11.000	60.000	2199.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	46.440	986.686	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	12.000	60.000	2489.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	36.842	134.383	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	13.000	60.000	2779.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	39.783	610.856	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	14.000	60.000	3069.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	47.214	1650.452	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	15.000	60.000	3359.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	36.945	1062.792	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	16.000	60.000	3649.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	33.437	1497.187	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	17.000	60.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	18.000	60.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	5.000	19.000	60.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	1.000	350.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	2.000	350.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	3.000	350.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	4.000	350.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	5.000	350.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	6.000	350.000	749.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	14.861	26.838	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	7.000	350.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	8.000	350.000	1329.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	28.483	1028.669	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	9.000	350.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	34.675	318.991	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	10.000	350.000	1909.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	37.152	997.102	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	11.000	350.000	2199.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	39.164	941.924	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	12.000	350.000	2489.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	34.675	1531.310	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	13.000	350.000	2779.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	23.220	204.929	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	14.000	350.000	3069.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	26.625	803.228	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	15.000	350.000	3359.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	29.721	1166.822	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	16.000	350.000	3649.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	22.910	389.920	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	17.000	350.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	18.000	350.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	6.000	19.000	350.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	1.000	640.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	2.000	640.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	3.000	640.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	4.000	640.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	5.000	640.000	459.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	52.012	1858.735	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	6.000	640.000	749.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	34.985	1179.538	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	7.000	640.000	1039.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	8.000	640.000	1329.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	30.960	324.742	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	9.000	640.000	1619.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	35.501	505.836	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	10.000	640.000	1909.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	40.867	1424.724	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	11.000	640.000	2199.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	32.817	64.795	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	12.000	640.000	2489.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	43.344	777.093	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	13.000	640.000	2779.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	35.046	792.800	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	14.000	640.000	3069.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	32.074	635.911	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	15.000	640.000	3359.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	42.105	1026.752	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	16.000	640.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	17.000	640.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	18.000	640.000	4229.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	33.437	186.717	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	7.000	19.000	640.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	1.000	930.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	2.000	930.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	3.000	930.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	4.000	930.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	5.000	930.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	6.000	930.000	749.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	7.000	930.000	1039.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	22.291	299.054	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	8.000	930.000	1329.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	42.415	868.598	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	9.000	930.000	1619.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	28.111	429.027	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	10.000	930.000	1909.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	48.091	1677.897	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	11.000	930.000	2199.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	44.376	1180.369	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	12.000	930.000	2489.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	61.300	1147.268	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	13.000	930.000	2779.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	27.967	295.476	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	14.000	930.000	3069.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	56.037	3002.425	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	15.000	930.000	3359.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	45.046	912.115	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	16.000	930.000	3649.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	45.408	537.658	
