MAPNUM	MINLAT	MAXLAT	MINLON	MAXLON	LABLAT	LABLON	XRED	YRED	XGREEN	YGREEN	XDOUBLE	YDOUBLE	XGRID	YGRID	PERIM	AREA	GRIDX	GRIDY	XGRIDCOO	YGRIDCOO	BOXSIZEX	BOXSIZEY	COMPLETE	TOTALCEL	TOTALRED	TOTALGRE	TOTALDOU	MEANPERI	MEANAREA	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	17.000	930.000	3939.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	29.721	106.202	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	18.000	930.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	8.000	19.000	930.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	1.000	1220.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	2.000	1220.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	3.000	1220.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	4.000	1220.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	5.000	1220.000	459.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	68.111	4746.906	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	6.000	1220.000	749.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	44.582	783.291	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	7.000	1220.000	1039.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	37.647	758.140	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	8.000	1220.000	1329.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	34.365	1332.132	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	9.000	1220.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	62.539	1150.208	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	10.000	1220.000	1909.000	145.000	145.000	0.000	7.000	0.000	7.000	0.000	30.960	895.026	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	11.000	1220.000	2199.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	43.963	931.029	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	12.000	1220.000	2489.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	38.596	706.930	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	13.000	1220.000	2779.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	32.817	734.599	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	14.000	1220.000	3069.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	47.678	1418.206	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	15.000	1220.000	3359.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	51.548	1116.372	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	16.000	1220.000	3649.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	44.788	689.102	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	17.000	1220.000	3939.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	54.489	2260.925	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	18.000	1220.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	9.000	19.000	1220.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	1.000	1510.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	2.000	1510.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	3.000	1510.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	4.000	1510.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	5.000	1510.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	6.000	1510.000	749.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	36.533	603.092	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	7.000	1510.000	1039.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	35.170	695.185	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	8.000	1510.000	1329.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	39.009	365.383	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	9.000	1510.000	1619.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	42.724	827.459	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	10.000	1510.000	1909.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	11.000	1510.000	2199.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	37.564	623.285	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	12.000	1510.000	2489.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	33.684	561.455	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	13.000	1510.000	2779.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	48.421	1901.446	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	14.000	1510.000	3069.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	27.864	782.908	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	15.000	1510.000	3359.000	145.000	145.000	0.000	8.000	0.000	8.000	0.000	40.015	1587.526	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	16.000	1510.000	3649.000	145.000	145.000	0.000	8.000	0.000	8.000	0.000	52.245	1631.809	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	17.000	1510.000	3939.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	30.341	305.572	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	18.000	1510.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	10.000	19.000	1510.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	1.000	1800.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	2.000	1800.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	3.000	1800.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	4.000	1800.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	5.000	1800.000	459.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	26.625	128.056	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	6.000	1800.000	749.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	38.390	825.466	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	7.000	1800.000	1039.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	33.065	1204.344	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	8.000	1800.000	1329.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	46.440	1991.009	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	9.000	1800.000	1619.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	56.347	1345.551	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	10.000	1800.000	1909.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	33.437	1109.030	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	11.000	1800.000	2199.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	36.326	1481.723	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	12.000	1800.000	2489.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	43.550	1280.437	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	13.000	1800.000	2779.000	145.000	145.000	0.000	8.000	0.000	8.000	0.000	42.260	901.954	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	14.000	1800.000	3069.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	35.913	1032.886	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	15.000	1800.000	3359.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	38.080	686.290	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	16.000	1800.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	17.000	1800.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	18.000	1800.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	11.000	19.000	1800.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	1.000	2090.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	2.000	2090.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	3.000	2090.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	4.000	2090.000	169.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	23.529	405.640	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	5.000	2090.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	6.000	2090.000	749.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	40.454	1185.481	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	7.000	2090.000	1039.000	145.000	145.000	0.000	8.000	0.000	8.000	0.000	31.579	1182.365	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	8.000	2090.000	1329.000	145.000	145.000	0.000	7.000	0.000	7.000	0.000	47.324	1277.333	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	9.000	2090.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	40.867	444.364	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	10.000	2090.000	1909.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	46.130	486.059	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	11.000	2090.000	2199.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	12.000	2090.000	2489.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	52.508	785.362	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	13.000	2090.000	2779.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	51.022	1350.037	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	14.000	2090.000	3069.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	32.714	1023.749	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	15.000	2090.000	3359.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	53.127	1856.972	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	16.000	2090.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	17.000	2090.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	18.000	2090.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	12.000	19.000	2090.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	1.000	2380.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	2.000	2380.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	3.000	2380.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	4.000	2380.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	5.000	2380.000	459.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	6.000	2380.000	749.000	145.000	145.000	0.000	2.000	0.000	2.000	0.000	41.176	1291.875	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	7.000	2380.000	1039.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	36.533	815.753	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	8.000	2380.000	1329.000	145.000	145.000	0.000	7.000	0.000	7.000	0.000	35.471	832.203	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	9.000	2380.000	1619.000	145.000	145.000	0.000	12.000	0.000	12.000	0.000	41.486	771.054	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	10.000	2380.000	1909.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	40.764	869.493	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	11.000	2380.000	2199.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	27.245	220.073	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	12.000	2380.000	2489.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	49.948	1176.151	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	13.000	2380.000	2779.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	45.666	1079.566	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	14.000	2380.000	3069.000	145.000	145.000	0.000	7.000	0.000	7.000	0.000	32.729	1239.321	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	15.000	2380.000	3359.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	35.294	1466.387	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	16.000	2380.000	3649.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	56.347	1077.744	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	17.000	2380.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	18.000	2380.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	13.000	19.000	2380.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	1.000	2670.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	2.000	2670.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	3.000	2670.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	4.000	2670.000	169.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	28.896	247.422	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	5.000	2670.000	459.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	41.280	465.451	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	6.000	2670.000	749.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	48.504	543.665	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	7.000	2670.000	1039.000	145.000	145.000	0.000	6.000	0.000	6.000	0.000	39.835	1317.179	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	8.000	2670.000	1329.000	145.000	145.000	0.000	16.000	0.000	16.000	0.000	37.461	1668.688	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	9.000	2670.000	1619.000	145.000	145.000	0.000	11.000	0.000	11.000	0.000	37.489	1208.276	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	10.000	2670.000	1909.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	11.000	2670.000	2199.000	145.000	145.000	0.000	4.000	0.000	4.000	0.000	45.511	1068.159	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	12.000	2670.000	2489.000	145.000	145.000	0.000	11.000	0.000	11.000	0.000	36.589	710.759	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	13.000	2670.000	2779.000	145.000	145.000	0.000	8.000	0.000	8.000	0.000	41.563	1227.271	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	14.000	2670.000	3069.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	35.789	788.429	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	15.000	2670.000	3359.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	28.483	36.040	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	16.000	2670.000	3649.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	48.710	1695.534	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	17.000	2670.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	18.000	2670.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	14.000	19.000	2670.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	1.000	2960.000	-701.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	2.000	2960.000	-411.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	3.000	2960.000	-121.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	4.000	2960.000	169.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	5.000	2960.000	459.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	37.771	202.053	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	6.000	2960.000	749.000	145.000	145.000	0.000	3.000	0.000	3.000	0.000	45.820	801.439	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	7.000	2960.000	1039.000	145.000	145.000	0.000	10.000	0.000	10.000	0.000	39.505	1270.864	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	8.000	2960.000	1329.000	145.000	145.000	0.000	10.000	0.000	10.000	0.000	43.653	1443.050	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	9.000	2960.000	1619.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	46.440	1803.525	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	10.000	2960.000	1909.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	11.000	2960.000	2199.000	145.000	145.000	0.000	1.000	0.000	1.000	0.000	44.582	70.163	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	12.000	2960.000	2489.000	145.000	145.000	0.000	12.000	0.000	12.000	0.000	41.176	1378.875	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	13.000	2960.000	2779.000	145.000	145.000	0.000	12.000	0.000	12.000	0.000	47.265	1109.822	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	14.000	2960.000	3069.000	145.000	145.000	0.000	5.000	0.000	5.000	0.000	39.133	1424.877	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	15.000	2960.000	3359.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	16.000	2960.000	3649.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	17.000	2960.000	3939.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	18.000	2960.000	4229.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
3.000	-561.000	2439.000	1870.000	3400.000	.	.	.	.	.	.	.	.	.	.	.	.	15.000	19.000	2960.000	4519.000	145.000	145.000	0.000	0.000	0.000	0.000	0.000	.	.	
