"V1","V2"
-2918.90625417122,32.7122742704592
-2900,79
-2760,279
-2540,389
-2390,389
-2430,499
-2140,899
-1740,1259
-2670,1279
-2760,1549
-3030,1859
-3300,2609
-3210,3099
-2720,2989
-1430,3609
-1190,3499
-160,3809
170,3119
330,2749
240,2029
130,1279
860,1569
1350,1549
2100,1429
2900,1119
2770,569
2500,99
2280,-811
1840,-1811
1730,-1971
1570,-2281
1370,-2371
750,-2281
330,-2031
100,-1851
-190,-1971
-670,-2591
-1050,-3281
-1190,-3281
-1250,-3101
-1520,-2701
-2360,-2141
-2990,-1481
-3230,-1281
-3190,-631
