"V1","V2"
2030,819
1970,1019
2030,1149
2050,1289
1990,1459
1880,1509
1830,1839
1630,1909
1370,1929
1030,2019
720,2059
100,1999
-680,2019
-1100,1929
-1390,1909
-1550,1949
-1590,1859
-1680,1439
-1770,819
-1630,369
-1460,-1
-1280,-361
-990,-631
-950,-711
-770,-761
-770,-871
-1010,-981
-1280,-1341
-1320,-1581
-1350,-1671
-1320,-1711
-1390,-1891
-1320,-2271
-1190,-2651
-1120,-2671
-1150,-2761
-1100,-2891
-1010,-3051
-830,-3111
-460,-3181
-30,-3251
280,-3201
320,-3181
590,-3251
900,-3311
940,-3361
1140,-3361
1430,-3291
1630,-3001
1850,-2451
1790,-2381
1790,-2251
1920,-1961
2050,-1851
2190,-1941
2300,-1941
2320,-1941
2320,-1911
2610,-1761
2790,-1631
3030,-1491
3210,-1341
3280,-1111
3250,-961
3230,-831
3320,-541
3280,-141
3430,129
3300,549
3080,549
3050,709
2850,819
2630,839
2370,889
2210,839
2030,839
