"V1","V2"
1670,2409
1410,2679
1180,2849
770,3129
410,3309
280,3509
180,3629
-40,3669
-200,3589
-260,3539
-330,3559
-540,3339
-460,3559
-510,3629
-610,3659
-700,3639
-860,3739
-940,3809
-1020,3699
-1040,3599
-1230,3689
-1330,3579
-1180,3339
-1300,3289
-1370,3229
-1410,3209
-1460,3199
-1430,3199
-1560,3179
-1680,3179
-1700,3089
-1820,2889
-2010,2599
-1910,2529
-1960,2449
-2060,2249
-2090,1959
-2150,1509
-2110,1439
-2140,1349
-2190,1339
-2220,1209
-2230,1179
-2260,1049
-2120,1049
-1900,819
-1580,579
-1350,449
-1000,349
-1480,569
-1120,419
-800,259
-470,179
-540,119
-660,-51
-710,-481
-620,-1051
-560,-1301
-340,-1311
230,-1601
630,-1731
770,-1741
1060,-1871
1230,-1761
1340,-1681
1520,-1411
1670,-1171
1790,-1391
1970,-1571
2240,-1731
2610,-1611
3140,-1481
3140,-1361
3150,-1151
3200,-961
3250,-781
3240,-571
3160,-351
3300,-271
3370,-171
3340,39
3440,-91
3640,-61
4000,-121
4250,-191
4450,-161
4490,-81
4440,-31
4420,99
4420,179
4330,239
3960,439
4110,509
4280,629
4260,819
4310,1089
4380,1269
4470,1409
4550,1559
4620,1709
4680,1809
4640,1929
4660,2099
4650,2209
4540,2289
4310,2349
4200,2289
4080,2359
4130,2479
4140,2669
4200,2859
4150,3079
4200,3229
4040,3329
3880,3369
3710,3369
3500,3379
3340,3379
3130,3309
2950,3219
2790,3059
2790,3149
2950,3239
2860,3329
2650,3329
2370,3129
2220,2949
2080,2609
1850,2059
