"V1","V2"
1290,-81
1090,-281
1270,-301
1560,-521
1890,-701
2200,-991
2400,-1211
2580,-1391
2490,-1701
2580,-1701
2690,-1481
2780,-1611
2760,-1811
2710,-1991
2780,-2101
2760,-2191
2690,-2351
2600,-2501
2510,-2521
2470,-2411
2290,-2501
2070,-2701
1840,-2901
1490,-3101
1270,-3211
980,-3301
710,-3351
580,-3481
440,-3391
200,-3231
0,-3011
-200,-2681
-220,-2551
-330,-2501
-420,-2431
-510,-2681
-560,-2791
-730,-2901
-910,-3031
-910,-3081
-1290,-3211
-1690,-3351
-1890,-3431
-2110,-3121
-2290,-2991
-2420,-2791
-2600,-2631
-2710,-2481
-2910,-2211
-3160,-1991
-3330,-1811
-3400,-1611
-3310,-1481
-3220,-1301
-3130,-1191
-3090,-1081
-2890,-951
-2710,-751
-2600,-611
-2440,-551
-2400,-481
-2510,-351
-2710,-191
-2820,-101
-3020,119
-3200,249
-3040,319
-3110,449
-3290,609
-3310,969
-3220,989
-3020,1119
-2840,1279
-2710,1369
-2600,1499
-2420,1609
-2240,1769
-2110,1809
-2040,2009
-1890,2079
-1710,2209
-1620,2319
-1560,2369
-1440,2299
-1330,2209
-1290,2099
-1090,2009
-1040,2009
-760,1879
-560,1719
-560,1879
-530,2009
-510,2119
-490,2299
-400,2499
-360,2649
-240,2609
-90,2679
-110,2789
0,2879
400,2699
600,2609
1040,2479
1510,2319
1710,2249
2070,2209
2200,2209
2290,2049
2310,1699
2310,1409
2270,1249
2070,1009
1870,719
1690,409
1470,209
1310,-31
