"V1","V2"
-400,3769
-600,4149
-580,4329
-650,4459
-910,4599
-1110,4729
-1200,4889
-1340,5089
-1510,5239
-1690,5289
-1710,5369
-1940,5369
-1980,5349
-2200,5399
-2380,5399
-2450,5199
-2540,5129
-2540,4999
-2630,4999
-2690,5059
-2830,5149
-2800,5199
-2910,5169
-2910,5089
-2910,4889
-3110,4769
-3290,4349
-3400,4309
-3450,3909
-3540,3569
-3710,3569
-3780,3569
-3980,3199
-3850,3089
-3780,3059
-3600,2889
-3230,2529
-2910,2369
-2850,2149
-2710,2059
-2910,1969
-2940,1969
-2910,1859
-3050,1839
-3140,1569
-3200,1349
-3230,1349
-3200,1089
-3180,889
-3110,799
-2890,749
-2710,599
-2510,439
-2310,329
-2140,239
-2000,149
-1540,-111
-1230,-181
-1000,-251
-600,-231
-310,-201
290,-111
600,39
890,89
1060,239
1150,349
1150,439
1220,459
1260,569
1200,749
1260,1259
1200,1399
1400,1439
1690,1459
1890,1549
2090,1689
2220,1799
2350,1969
2260,2109
2200,2349
2200,2569
2090,3199
2090,3529
2200,3799
2200,3889
2220,3969
2200,4089
2000,4199
2000,4169
1910,4239
1800,4239
1460,4309
1260,4349
1020,4349
800,4369
550,4349
400,4329
260,4239
170,4129
60,4129
-50,4129
-140,4089
-200,3949
-400,3799
