"V1","V2"
140,3499
-150,3589
-260,3859
-600,3409
-1090,2699
-1180,2189
-1180,2569
-1290,2899
-1600,3389
-2380,3279
-3290,2919
-4000,2699
-4400,2569
-4400,2299
-4090,1499
-3890,1209
-3660,699
-3580,989
-3690,1299
-3440,809
-3290,589
-2910,259
-2490,189
-2290,99
-2180,79
-2380,79
-2660,-11
-2710,-211
-3090,-431
-3400,-701
-3490,-741
-4040,-1811
-4110,-2411
-3910,-2631
-3690,-2681
-3510,-2831
-3290,-2921
-2980,-3211
-2000,-3541
-1800,-3721
-1060,-4081
-580,-3831
-310,-3281
-200,-2611
-290,-2321
-490,-2121
-150,-2211
510,-2411
1140,-2481
1110,-2521
1710,-2411
2090,-1521
2420,-681
2690,-521
2510,-141
2090,9
2050,9
1020,479
1560,1079
1820,1989
1800,2009
1540,2119
1650,2479
1400,2519
820,2789
