"V1","V2"
-1917.04437059344,1842.06402658636
-1870,1859
-1650,1919
-1560,1969
-1360,1809
-1180,1659
-1090,1549
-1000,1389
-960,1319
-800,1259
-670,1149
-560,1149
-560,1279
-360,1479
-120,1589
40,1699
220,1749
400,1549
600,1369
820,1189
1080,969
1440,719
1600,549
1730,459
1930,389
2000,349
2020,79
2000,-121
1840,-411
1680,-651
1530,-851
1330,-1031
1080,-1211
840,-1301
600,-1451
400,-1521
220,-1521
130,-1541
110,-1611
80,-1701
20,-1701
-70,-1681
20,-1741
220,-1811
280,-1941
350,-1991
510,-2171
620,-2341
750,-2631
910,-2881
1000,-3101
1110,-3341
1130,-3571
1130,-3811
1150,-4031
1130,-4141
1040,-4211
950,-4341
750,-4371
640,-4451
350,-4591
110,-4681
-200,-4721
-450,-4831
-760,-4831
-980,-4901
-1180,-4921
-1380,-4941
-1560,-4941
-1580,-4921
-1690,-4791
-1850,-4631
-1870,-4651
-2070,-4541
-2160,-4391
-2270,-4301
-2320,-4211
-2450,-4121
-2470,-4121
-2720,-4321
-2960,-4451
-3090,-4481
-3270,-4591
-3380,-4541
-3450,-4391
-3580,-4191
-3760,-4011
-3960,-3881
-4160,-3681
-4270,-3481
-4360,-3191
-4470,-2971
-4580,-2741
-4760,-2611
-4780,-2541
-4560,-2191
-4450,-2011
-4360,-1811
-4160,-1541
-3960,-1391
-3870,-1211
-3800,-1031
-3760,-901
-3830,-771
-4070,-611
-4250,-521
-4430,-451
-4520,-281
-4650,-101
-4760,99
-4670,299
-4540,389
-4360,479
-4340,499
-4120,569
-4000,699
-3780,879
-3520,1079
-3290,1259
-2960,1429
-2540,1589
-2120,1769
