"V1","V2"
-2070,3359
-1710,3449
-1400,3449
-1070,3449
-870,3469
-780,3339
-710,3559
-600,3779
-760,4049
-670,4179
-470,4379
-380,4799
-310,4939
-90,4759
310,4959
490,5249
730,5519
890,5559
1000,5319
1290,5089
1440,4959
1490,4739
1530,4359
1530,4049
1530,3979
1640,4029
1930,4179
2290,4359
2400,4359
2400,4139
2420,3829
2490,3669
2550,3449
2710,3269
2840,3159
2820,2939
2730,2759
2620,2519
2640,2289
2330,2199
1950,2049
1840,1869
1930,1719
2240,1489
2420,1319
2350,1269
2240,1269
2310,1159
2400,869
2330,719
2110,559
1730,289
1330,249
910,229
510,139
330,-41
-110,229
-450,559
-670,919
-800,739
-1050,559
-1380,449
-1600,379
-1870,379
-1870,519
-1980,829
-2160,999
-2110,999
-2490,1649
-2690,2179
-2980,2179
-2870,2449
-2800,2759
-2580,2999
-2380,3159
-2090,3229
