MAPNUM,MINLAT,MAXLAT,MINLON,MAXLON,LABLAT,LABLON,XRED,YRED,XGREEN,YGREEN,XDOUBLE,YDOUBLE,XGRID,YGRID,PERIM,AREA,GRIDX,GRIDY,XGRIDCOO,YGRIDCOO,BOXSIZEX,BOXSIZEY,COMPLETE,TOTALCEL,TOTALRED,TOTALGRE,TOTALDOU,MEANPERI,MEANAREA,box size,xmin,x max,mid,nasal red,temp red,nasal green,temp green,nasal double,temp double
1,1519,1719,1540,1850,,,,,,,,,,,,,,,,,,,,,,,,,,160,-1670,6330,1705,313,0,154,0,55,0
2,1269,5669,-1570,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1751,1269,-1550,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-2351,-1241,-40,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1731,1869,4140,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-170,109,,,,,6,10,37.7709,254.19586,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-120,79,,,,,6,9,33.43653,282.18424,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-30,79,,,,,6,10,35.29412,141.47552,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-170,79,,,,,6,10,22.29102,133.80747,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-200,69,,,,,6,9,24.14861,432.09462,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-170,-1,,,,,6,9,31.57895,112.72034,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-210,-21,,,,,6,9,25.387,374.20085,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,,,,,-160,-101,6,9,35.91331,263.39752,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,,,,,-160,-131,6,9,35.29412,245.3776,,,,,,,,,,,,,,,,,,,,,,,
6,1869,5249,3140,6160,,,-180,-121,,,,,6,9,31.57895,243.84399
6,1869,5249,3140,6160,,,,,,,-140,-151,6,9,35.29412,106.20249
6,1869,5249,3140,6160,,,-110,-121,,,,,6,9,34.05573,68.24565
6,1869,5249,3140,6160,,,-150,-71,,,,,6,9,38.39009,159.11204
6,1869,5249,3140,6160,,,-130,-71,,,,,6,9,32.19814,70.16266
6,1869,5249,3140,6160,,,-80,-111,,,,,6,9,29.72136,224.67387
6,1869,5249,3140,6160,,,-110,59,,,,,6,9,30.95975,138.79171
6,1869,5249,3140,6160,,,-70,-21,,,,,6,9,37.1517,506.85811
6,1869,5249,3140,6160,,,-10,-51,,,,,6,9,32.81734,201.66972
6,1869,5249,3140,6160,,,,,,,-70,-151,6,9,29.10217,429.41081
6,1869,5249,3140,6160,,,-80,-211,,,,,6,9,30.95975,461.61662
6,1869,5249,3140,6160,,,,,,,-20,-211,6,9,24.7678,235.02574
6,1869,5249,3140,6160,,,,,,,0,-201,6,9,37.1517,744.18426
6,1869,5249,3140,6160,,,,,,,-150,-211,6,9,39.62848,249.21163
6,1869,5249,3140,6160,,,,,,,-210,-231,6,9,27.86378,133.42407
6,1869,5249,3140,6160,,,-230,-231,,,,,6,9,26.00619,50.60913
6,1869,5249,3140,6160,,,,,,,-230,-221,6,9,27.24458,81.66473
6,1869,5249,3140,6160,,,,,,,-220,-201,6,9,29.72136,112.72034
6,1869,5249,3140,6160,,,-220,-171,,,,,6,9,31.57895,13.03569
6,1869,5249,3140,6160,,,-220,-141,,,,,6,9,31.57895,176.74856
6,1869,5249,3140,6160,,,-220,-111,,,,,6,9,30.34056,200.51951
6,1869,5249,3140,6160,,,,,,,-240,-71,5,9,28.48297,162.56266
6,1869,5249,3140,6160,,,-120,19,,,,,6,9,26.62539,402.18923
6,1869,5249,3140,6160,,,-200,19,,,,,6,9,22.91022,222.75686
6,1869,5249,3140,6160,,,-90,-181,,,,,6,9,34.05573,637.98177
6,1869,5249,3140,6160,,,10,-151,,,,,6,9,38.39009,1106.88303
6,1869,5249,3140,6160,,,0,-231,,,,,6,9,31.57895,722.71372
6,1869,5249,3140,6160,,,-130,-241,,,,,6,8,43.96285,472.35189
6,1869,5249,3140,6160,,,-220,-91,,,,,6,9,33.43653,5.75104
6,1869,5249,3140,6160,,,-230,-21,,,,,5,9,34.05573,221.22325
6,1869,5249,3140,6160,,,-200,-51,,,,,6,9,19.81424,74.38009
6,1869,5249,3140,6160,,,,,,,-160,-101,6,9,30.34056,56.74357
6,1869,5249,3140,6160,,,,,,,-120,-261,6,8,32.81734,573.18675
6,1869,5249,3140,6160,,,-170,-261,,,,,6,8,26.00619,350.42989
6,1869,5249,3140,6160,,,,,,,-200,-301,6,8,43.96285,384.55271
6,1869,5249,3140,6160,,,,,,,-200,-331,6,8,30.95975,425.19338
6,1869,5249,3140,6160,,,,,,,-230,-331,6,8,38.39009,16.10291
6,1869,5249,3140,6160,,,,,,,-180,-301,6,8,42.10526,742.26725
6,1869,5249,3140,6160,,,-160,-291,,,,,6,8,53.25077,5.75104
6,1869,5249,3140,6160,,,,,,,-140,-271,6,8,43.34365,457.39919
6,1869,5249,3140,6160,,,-10,-251,,,,,6,8,40.24768,504.5577
6,1869,5249,3140,6160,,,-80,-311,,,,,6,8,56.34675,895.24485
6,1869,5249,3140,6160,,,,,,,-60,-351,6,8,52.63158,251.51204
6,1869,5249,3140,6160,,,-30,-371,,,,,6,8,35.91331,762.97099
6,1869,5249,3140,6160,,,,,,,-130,-341,6,8,45.82043,795.9436
6,1869,5249,3140,6160,,,,,,,-150,-331,6,8,32.81734,719.6465
6,1869,5249,3140,6160,,,-170,-371,,,,,6,8,27.24458,96.61743
6,1869,5249,3140,6160,,,-190,-361,,,,,6,8,29.10217,710.44484
6,1869,5249,3140,6160,,,-200,-411,,,,,6,8,40.24768,216.62242
6,1869,5249,3140,6160,,,-230,-361,,,,,6,8,40.24768,683.22326
6,1869,5249,3140,6160,,,-150,-391,,,,,6,8,27.86378,420.97595
6,1869,5249,3140,6160,,,,,,,-130,-381,6,8,40.86687,665.20335
6,1869,5249,3140,6160,,,-100,-371,,,,,6,8,33.43653,110.41992
6,1869,5249,3140,6160,,,-110,-401,,,,,6,8,36.53251,599.64152
6,1869,5249,3140,6160,,,-120,-431,,,,,6,8,39.00929,375.73446
6,1869,5249,3140,6160,,,,,,,-150,-421,6,8,39.62848,674.78841
6,1869,5249,3140,6160,,,-180,-431,,,,,6,8,34.67492,771.78924
6,1869,5249,3140,6160,,,-90,-421,,,,,6,8,36.53251,738.04982
6,1869,5249,3140,6160,,,,,,,-60,-391,6,8,32.81734,793.64319
6,1869,5249,3140,6160,,,10,-421,,,,,6,8,34.67492,76.2971
