"V1","V2"
-620,1269
-330,1559
140,1849
630,2249
70,2159
-60,2119
-550,2359
-970,2799
-1220,3159
-1370,3849
-1570,3829
-1550,4139
-1420,4649
-1370,5069
-860,5159
-440,5119
980,5429
1070,5629
1450,5669
1870,5669
2470,5469
3100,5269
3140,5249
3960,4599
3980,4159
4700,3939
4650,4359
5140,4919
5650,5069
5760,5049
5740,4759
5560,4229
5540,3719
5650,3069
5960,2449
6160,1959
6140,1869
6100,1869
6050,1799
5630,1559
5380,1469
5140,1519
5160,719
5540,-201
5070,-661
4850,-1151
4360,-1731
4140,-1661
4100,-1661
3670,-1531
3160,-1401
2850,-1481
2560,-1441
2450,-1281
2300,-1241
2360,-1461
2580,-1641
2450,-1861
2270,-2201
2050,-2281
1760,-2351
1380,-2201
940,-1971
700,-2041
-40,-1731
30,-1751
-420,-1531
-900,-1241
-1100,-1171
-1350,-1171
-1550,-971
-1550,-731
-1420,-351
-1330,49
-1150,559
-1060,629
-950,799
-570,1269
