"V1","V2"
2890,-11
2780,-141
2670,-361
2560,-581
2490,-671
2710,-721
2820,-761
3000,-851
3220,-1031
3380,-1211
3490,-1381
3600,-1561
3760,-1721
3800,-1831
3890,-1981
4000,-2211
4070,-2381
4050,-2541
4000,-2651
3980,-2781
3820,-2921
3710,-2871
3490,-2851
3220,-2811
3000,-2811
2780,-2871
2690,-2961
2560,-3031
2360,-3161
2220,-3321
2090,-3381
1890,-3361
1740,-3181
1540,-3031
1400,-2871
1290,-2671
1250,-2431
1250,-2291
1050,-2451
940,-2651
740,-2761
580,-3051
430,-3231
270,-3291
60,-3311
-80,-3281
-180,-3301
-410,-3361
-510,-3371
-520,-3311
-740,-3241
-970,-3151
-1180,-3001
-1370,-2931
-1550,-2801
-1760,-2711
-1940,-2581
-2110,-2461
-2270,-2351
-2400,-2221
-2620,-2131
-2810,-1981
-2890,-1921
-2840,-1841
-2710,-1611
-2660,-1401
-2650,-1281
-2650,-1111
-2660,-971
-2580,-761
-2520,-551
-2410,-271
-2230,-61
-2080,179
-1840,369
-1730,459
-1620,509
-1730,529
-1890,549
-2060,639
-2240,709
-2400,789
-2530,909
-2660,1019
-2860,1149
-2980,1329
-3200,1569
-3290,1789
-3220,1859
-3150,1969
-3040,2109
-2950,2279
-2840,2479
-2730,2619
-2600,2679
-2460,2749
-2330,2859
-2110,2949
-1730,3059
-1440,3219
-1200,3349
-1150,3459
-980,3529
-860,3549
-750,3509
-550,3419
-290,3279
-90,3129
140,2929
270,2859
420,2709
670,2549
780,2439
820,2459
800,2549
780,2619
780,2729
780,2879
800,2989
850,3149
960,3309
1050,3459
1220,3709
1340,3859
1490,4019
1510,4109
1670,4079
1710,3989
1820,3949
1890,3909
1980,3819
2160,3709
2290,3619
2470,3459
2690,3279
2910,3039
3140,2729
3360,2459
3450,2329
3580,2189
3650,2059
3690,1879
3650,1459
3510,929
3380,589
3180,309
2910,19
