"V1","V2"
-500,-161
-390,-191
-270,-261
-480,-341
-620,-421
-1340,-951
-1470,-1071
-1730,-1331
-1780,-1451
-1900,-1641
-2000,-1881
-2140,-2071
-2190,-2071
-2230,-2261
-2170,-2481
-2090,-2671
-1830,-2781
-1130,-3021
-620,-3101
-70,-3221
420,-3241
620,-3101
960,-2621
1170,-2191
1320,-2711
1570,-3061
1870,-3151
2100,-3221
2440,-2941
2960,-2681
3560,-2271
3820,-2181
3820,-1971
3620,-1431
3210,-871
2880,-611
2780,-541
3320,-171
3600,69
3870,459
4240,959
4020,1409
3770,1669
3290,2319
2870,2729
2730,2629
2370,2759
2120,2579
1930,2379
1680,2029
1490,1979
1390,2259
1010,2579
730,2939
510,2939
50,2699
-583.29048843187,2484.65552699229
-571.645244215935,2511.82776349615
-560,2539
-880,2349
-1670,2229
-1580,2029
-1660,1889
-1560,1599
-1730,1639
-1740,1149
-1640,839
-1550,639
-1480,609
-1460,489
-1300,319
-1020,89
-590,-121
