"V1","V2"
-1050.77535723676,1657.93735029706
-1010,1629
-830,1559
-500,1629
-500,1519
-790,1359
-1140,919
-1340,829
-1960,429
-2010,29
-1920,-171
-2100,-1481
-1940,-1711
-900,-2151
210,-2281
1260,-2441
1660,-1281
1640,-1041
1680,-681
1970,-681
2680,-751
2970,-681
3280,-511
3390,449
3530,1519
3500,2159
2970,2429
2370,2539
2210,2199
1900,2249
1750,2539
1810,2829
1930,3049
1810,3489
1810,3449
1810,3759
1370,3829
970,4049
100,4229
80,4139
-1100,4229
-1140,4289
-1870,4229
-2320,3919
-2210,3429
-1990,2719
-1310.00805801773,1841.90894439968
