"V1","V2"
1620,399
1510,199
1330,19
1150,-151
930,-331
710,-421
580,-511
530,-551
660,-551
840,-621
1020,-711
1200,-821
1400,-911
1580,-1021
1660,-1111
1800,-1351
1930,-1531
2020,-1751
2110,-2001
2130,-2201
2130,-2351
2130,-2441
2090,-2511
2020,-2551
1980,-2551
1910,-2671
1890,-2731
1840,-2781
1780,-2821
1640,-2751
1400,-2731
1150,-2731
930,-2781
840,-2751
640,-2781
60,-2871
-70,-2931
-220,-2821
-420,-2671
-580,-2511
-760,-2311
-820,-2221
-850,-2241
-1020,-1911
-1140,-1891
-1270,-2071
-1400,-2311
-1490,-2551
-1560,-2711
-1650,-2801
-1710,-2871
-1800,-2891
-2020,-2951
-2200,-2821
-2400,-2621
-2580,-2421
-2710,-2241
-2820,-2091
-2960,-1931
-3050,-1751
-3180,-1601
-3340,-1421
-3470,-1311
-3650,-1151
-3780,-1091
-3980,-981
-4090,-911
-4200,-871
-4290,-821
-4110,-551
-3910,-401
-3710,-221
-3420,89
-3380,19
-3400,69
-3270,159
-3050,179
-2890,269
-2710,289
-2600,379
-2600,469
-2620,559
-2670,599
-2760,729
-2850,849
-2980,979
-3110,1129
-3200,1249
-3290,1359
-3380,1469
-3420,1599
-3510,1759
-3560,1869
-3490,1979
-3400,1999
-3310,2069
-3220,2109
-3090,2219
-2940,2309
-2760,2419
-2600,2529
-2510,2689
-2420,2819
-2380,2929
-2310,2979
-2090,2889
-1910,2729
-1650,2599
-1510,2599
-1450,2489
-1340,2379
-1220,2359
-1070,2329
-1000,2289
-820,2219
-710,2309
-760,2419
-800,2649
-780,2759
-740,2869
-670,3019
-670,3179
-580,3379
-450,3469
-360,3509
-160,3529
-50,3329
90,3289
260,3199
620,3089
1000,2929
1400,2849
1420,2709
1460,2649
1640,2529
1860,2399
2150,2329
2310,2219
2330,2049
2240,1929
2130,1799
2060,1529
1910,1089
1780,669
1640,419
