"V1","V2"
2220,-1591
1950,-1611
1150,-1171
1110,-1231
1060,-1411
840,-1701
620,-1751
620,-2031
550,-2061
510,-2231
440,-2481
420,-2521
-270,-2571
-740,-2591
-760,-2501
-360,-2411
-360,-2061
-290,-1901
-360,-1811
-580,-1921
-650,-1991
-760,-1991
-1070,-1811
-1760,-1011
-1470,-631
-1270,-31
-1160,169
-830,389
-1160,739
-1690,1189
-1780,1449
-1580,1679
-1560,1829
-1690,2369
-1250,2449
-740,2499
-360,2569
40,2519
310,2339
310,2519
970,2609
1310,2389
1530,2049
1620,1809
2020,2049
2240,1849
2220,1899
2460,1499
2370,1409
2730,969
2840,539
2750,79
2660,-351
2860,-701
2910,-1191
2840,-1461
2710,-1551
2420,-1501
2170,-1591
